protein_id	md5	length	has_internal_stop	in_uniparc	n_interpro	n_pfam	n_go	n_interpro_gos	interpro_gos
APU25_09040	C70E73029FCD75ECAA7A4488B9A3647D	498	no	yes	4	1	0	1	GO:0016491
APU25_09045	D49A865D2888A4B8BDB823E28713946E	547	no	yes	7	3	0	4	GO:0005515,GO:0005737,GO:0006606,GO:0061608
APU25_09050	98E7B55DF7AE72C0035F454AF03A51C2	1072	no	no					
APU25_09055	CE79DD2A7608433D17520C5C9DC57E45	1339	no	yes	2	1	0		
APU25_09060	E84C7757404BE84C9843C81FC4ABA096	198	no	no					
APU25_09065	9ECF529292E04746CD3186A407A9F282	175	no	no					
APU25_09070	4473BFCC479A4F4221BA107CB5C380CA	308	no	no					
APU25_09075	9BA774158EF5EAAAC1FBDD0472405C95	440	no	yes	1	1	0		
APU25_09080	1B3B95595227F7218D90C7AAB235500F	318	no	yes	2	1	0	2	GO:0006400,GO:0008176
APU25_09085	A068D61AB397492657EA793D9589C77C	301	no	yes	0	0	0		
APU25_09090	1E3C670C03E0F30FDF03E1D8ABBAF558	355	no	no					
APU25_09095	792A55C8A5C770E81ABAA858B542DCC4	935	no	yes	3	1	0		
APU25_09100	2ADFAFB80FC13AFD0109BD42A29058F8	224	no	yes	0	0	0		
APU25_09105	126D03BF4A1057DCD8117186C6866A09	341	no	yes	7	2	0	2	GO:0008270,GO:0016491
APU25_09110	D8FD793E6645BEA5A50F03CF439F9668	710	no	no					
APU25_09115	97BBAE95EF7349D48BDFAB7814070B64	117	no	yes	2	1	0	1	GO:0097250
APU25_09120	56468522EFF414CAFC2DCDA49A8C21BF	778	no	no					
APU25_09125	61D550134573953782D5FD786BFDEC42	551	no	yes	8	2	0	2	GO:0004072,GO:0008652
APU25_09130	30614C621A4FA854463ACF98A445125F	525	no	yes	2	1	0	1	GO:0016757
APU25_09135	F7284A5337148AA98769F121E277C700	383	no	yes	3	1	0	2	GO:0006357,GO:0016538
APU25_09140	0DA154C2AFE3800B96725E62A445AC0B	519	no	no					
APU25_09145	5D6FDA869B64CD67369F7E934F9DD727	152	no	yes	0	0	0		
APU25_09150	4990EEFFEE7C4570558736922D4CC611	117	no	yes	2	0	0		
APU25_09155	ABA7C576212F85AD2A42402891F3EACC	132	no	yes	4	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_09160	4A0E590C22FE9B8C55864FC0C0F4C3AF	634	no	no					
APU25_09165	2D5F0B560FDA619282F7565B5BFC2774	593	no	no					
APU25_09170	44CE981236CCF6924AD7C7A8B0FBE7AF	175	no	yes	4	1	0	2	GO:0004462,GO:0046872
APU25_09175	A2177A16114CEAD6D8E8732737CF75F0	312	no	yes	3	1	0	3	GO:0000398,GO:0005515,GO:0030620
APU25_09180	006E2C4EA463EC93166F245B4FAC9EA4	320	no	yes	1	1	0		
APU25_09185	58F81EE91B600C1D549530B766148587	734	no	no					
APU25_09190	F5B78AB593A85CD6C9C2C9AB6D3FC27E	491	no	no					
APU25_09195	B4DB886E97B2C973B4A2636F016B3665	459	no	no					
APU25_09200	D11FD9FEAC5244BCABEC8EED758CFFD0	134	no	no					
APU25_09205	A68DBAE72A8E263CEF30411BA12205D8	287	no	yes	1	1	0	1	GO:0000398
APU25_09210	ADAACA1B8BF0B2B4FD76C24F1498F282	188	no	yes	2	1	0		
APU25_09215	04153A15E613A933FE0A7BCBC2B8FAE9	141	no	no					
APU25_09220	370F685D5CA92FF42431D36A0B7D813C	103	no	yes	1	0	0	1	GO:0006120
APU25_09225	46B9D3EE2096916DBB87EE82EEB803D6	587	no	yes	5	2	0	4	GO:0004345,GO:0006006,GO:0016614,GO:0050661
APU25_09230	AA7BE3B9CBBDF6BE4F9F8D5E7DA6E1DC	379	no	no					
APU25_09235	48537D70B24A5799C3C88A1855C07F34	817	no	yes	5	1	0	2	GO:0005515,GO:0070063
APU25_09240	A1DDA8C3F7379B4495300D826392A3E8	192	no	yes	4	2	0	1	GO:0005854
APU25_09245	EE87856E72D7E71DA12A5C1218DCA977	205	no	no					
APU25_09250	A548F9684A5DC89747747F185C9E37BD	453	no	yes	2	1	0		
APU25_09255	E0DAB4D6E417F8E588985CD549E98502	1240	no	yes	5	2	0	5	GO:0005515,GO:0005524,GO:0005694,GO:0016887,GO:0051276
APU25_09260	192BD0DD5EF5B31C36FA87F500FAB6F1	253	no	no					
APU25_09265	CD12DBABB7DDC3D7AEF9AC811E654164	1510	no	no					
APU25_09270	1556B1F3A7C3F19949C9D554FB46662D	161	no	yes	0	0	0		
APU25_09275	2FB8E17800D039EC315942B29DE0F109	192	no	yes	4	1	0	2	GO:0003924,GO:0005525
APU25_09280	DC6B1A7CC7F02A0C57DA556827FA2716	263	no	yes	3	1	0	1	GO:0046982
APU25_09285	EC55F1DCCF613795B1E69EF244049B7E	270	no	yes	2	1	0	1	GO:0016491
APU25_09290	71BAD2014C00FD3D56A9B7315F83C4E7	253	no	yes	4	2	0	4	GO:0005839,GO:0006511,GO:0019773,GO:0030163
APU25_09295	C7FF9169D698D971DF0C8909F2613CCA	492	no	yes	6	1	0	3	GO:0004721,GO:0005634,GO:0008420
APU25_09300	5B2517821B323E6B0B840BBD6B27A48E	501	no	no					
APU25_09305	7674F5D9672DA527B8C77F7548740C7F	526	no	no					
APU25_09310	DEAF8A691B20CD86387EEF23D4764C48	551	no	yes	3	1	0	1	GO:0006629
APU25_09315	22B6DAE3C258A3CD4FC2DD62FDE3DD59	512	no	no					
APU25_09320	7013E459EE6EA4DB6A30CDD4F9A53401	694	no	yes	5	1	0	2	GO:0006508,GO:0008233
APU25_09325	E4D8DA3E3FFCEF40A986AA04374C2A4F	841	no	yes	0	0	0		
APU25_09330	78C270F0DBF9BD52082C63D3D85A8629	316	no	no					
APU25_09335	42A4CE90137641B6725C14EA347113E6	1209	no	yes	5	1	0	4	GO:0003777,GO:0005524,GO:0007018,GO:0008017
APU25_09340	72894BB38ED381306FE1CD8EE8D5A565	197	no	no					
APU25_09345	5E709C78E8B96882022601997D807034	142	no	yes	3	1	0	4	GO:0000786,GO:0003677,GO:0030527,GO:0046982
APU25_09350	8776C9E2C7481BE8FF70D290712CEA1A	472	no	no					
APU25_09355	EC005F4E41907EF39677894EDA0EFFF5	231	no	no					
APU25_09360	E15AA11184A16FFA7D3CE57653A17286	537	no	yes	0	0	0		
APU25_09365	5CACC52CF0B015F3E19C0E6FBFF6D779	169	no	yes	2	1	0	4	GO:0008137,GO:0048038,GO:0051536,GO:0051539
APU25_09370	484E982D8B1BB172D3E44BE54F774D50	688	no	no					
APU25_09375	BBCF80524167BFA1F7F78A9CCE41DF0A	595	no	no					
APU25_09380	9FF59BCC4756337F2959CB4AFC48A628	562	no	no					
APU25_09385	8D7D5D8B9062CEA041C5A8CE68625E55	240	no	no					
APU25_09390	35A693637C927AD9D0DBA91DB8A91D08	205	no	no					
APU25_09395	AD3E6E7E5DE199DFE4F51360B3A933A0	138	no	no					
APU25_09400	57E649A3DB998438024CBAE489A5336B	440	no	no					
APU25_09405	5402B0409BBEF846E9FE036B1E2DA8EA	740	no	no					
APU25_09410	A1F026334094AE154B5004069C54D8A2	1149	no	yes	12	5	0	7	GO:0000166,GO:0005215,GO:0005388,GO:0005524,GO:0016020,GO:0016887,GO:0070588
APU25_09415	FC573527FC9F3ABE3D37F735F80C3008	1104	no	no					
APU25_09420	4990F661EADC8EB31A2358FF9D87FDE9	157	no	no					
APU25_09425	A9D4367099C8E8B73EF1E0B10EF92275	554	no	yes	1	1	0		
APU25_09430	8D608C9C0E8E80DBFF1D568CF33B1133	222	no	yes	0	0	0		
APU25_09435	FE4BA4AC99A5BDED9EC4C6F4F33107DB	293	no	no					
APU25_09440	F5A61F10A35A6230DD8F16F424A975F7	385	no	no					
APU25_09445	E61E4B6F60FCFD317A8F8F7A17117F89	946	no	yes	6	2	0	3	GO:0003676,GO:0003724,GO:0005524
APU25_09450	884B06B1BAD125B3FF5A07BC5AC08A8D	299	no	no					
APU25_09455	5036CA3B1EDD286B968034E7E8E89E66	891	no	yes	4	1	0	3	GO:0006886,GO:0016192,GO:0030117
APU25_09460	8C73F4D375C00EC1BDBC208A7391B229	333	no	no					
APU25_09465	EEB019C9BE8AF2E17BAB9293511E0E78	425	no	yes	1	1	0		
APU25_09470	C3B3088A2D70C9E4F8F533D7A0B0D0A5	421	no	no					
APU25_09475	4AFD64E1F8792143096A9513908E8770	402	no	no					
APU25_09480	0696C21121ABFF7DB66CD05E8ED77D46	403	no	no					
APU25_09485	B0D910E1F0FFB710A22EA24D74830061	99	no	no					
APU25_09490	D9395D4CED9FA279BE62C263DB252A14	623	no	yes	3	1	0	2	GO:0022857,GO:0055085
APU25_09495	F3AF38ABB3E1FB73D886B2D1C090472A	481	no	no					
APU25_09500	681FC801690B4A04E5D33292740066C5	294	no	yes	4	1	0	5	GO:0005886,GO:0015419,GO:0016020,GO:0055085,GO:1902358
APU25_09505	8F9C2624CBC0B910450695FD3B263727	444	no	yes	5	1	0	2	GO:0017183,GO:0090560
APU25_09510	3502ECA594F192DA74FE4E95DAE97675	105	no	no					
APU25_09515	69541C9F20F0C94F728EA864A7931F96	515	no	no					
APU25_09520	72CB1EBBA455A246F4858E9346FE8985	495	no	yes	3	1	0		
APU25_09525	D495ECE990BE735764F67F96A7A5E02C	681	no	no					
APU25_09530	7F1FA1AAB7DBB7B0BC48F8EAC96758D2	199	no	yes	1	1	0	2	GO:0008308,GO:0044070
APU25_09535	8C3D208177725688D496185BE1569B8B	179	no	no					
APU25_09540	49AFE27586FAC8687270763DBF7FBAC1	584	no	yes	3	1	0		
APU25_09545	19160BBE28B09448016ECB33BD7DBE01	705	no	no					
APU25_09550	1D24D026B2A352912406987729532850	161	no	no					
APU25_09555	FE911B34C92FB89BA5B7D15E5C06C689	742	no	yes	3	1	0	1	GO:0045892
APU25_09560	737398FECAE0F4DE5E168A53E46907FE	490	no	yes	0	0	0		
APU25_09565	F07A50A90DDD18142CF4F9EFBA40D935	455	no	yes	6	2	0	2	GO:0005524,GO:0008094
APU25_09570	FF0999D850886829726EC64FBBFF260D	418	no	yes	3	1	0		
APU25_09575	1E85BBDCCC11A3923E390B0E324907F0	285	no	no					
APU25_09580	16E9618BEF948818D312373901595258	122	no	yes	0	0	0		
APU25_09585	C050CBF812A0A4948A6A03176D620A62	826	no	yes	0	0	0		
APU25_09590	10A02661F8C69DE15FC3AA1C15E3CC39	439	no	yes	4	1	0	2	GO:0005509,GO:0006851
APU25_09595	BDF38F03E106986E17923F1A48CC1935	670	no	yes	11	3	0	7	GO:0000166,GO:0003676,GO:0004812,GO:0005524,GO:0005737,GO:0006418,GO:0016874
APU25_09600	7B989DF365451654ABCBF5113E2087F3	933	no	yes	8	3	0	1	GO:0005515
APU25_09605	35D3D9659EF84B96883C406D46ECC291	301	no	no					
APU25_09610	7274A7848D60C111D13F3CD4C5DEE5B2	414	no	yes	6	2	0	4	GO:0000105,GO:0000287,GO:0003879,GO:0005737
APU25_09615	4D5437F6009601FB1941160E9475FD2A	1002	no	no					
APU25_09620	1CF97F95CA1023971B689BEA341CFA2E	466	no	yes	4	1	0	3	GO:0008483,GO:0009058,GO:0030170
APU25_09625	031D040DA6DB23B3E182C69C605B38FB	242	no	no					
APU25_09630	181218FE1CDAB64BF81E9C7F9C0E954F	191	no	yes	2	1	0		
APU25_09635	CB26EF99CA9C531CE8AA109242760BB9	252	no	yes	2	1	0		
APU25_09640	D3CE42B33250B749E19B648AE73A0EC0	321	no	no					
APU25_09645	51C023485ABE2D50E7BD5C5FA39AAFC3	618	no	no					
APU25_09650	66D3CAEC41762E4BF679FF14AF2C418D	307	no	yes	0	0	0		
APU25_09655	2D7E6AF569A7A76ECA25A6D67E38110E	597	no	yes	7	2	0		
APU25_09660	E67C24F8334816355C45E5FE07BC2296	117	no	yes	3	1	0	2	GO:0006457,GO:0016272
APU25_09665	15DEAF76EB617C9C30541425FDABCE62	387	no	yes	5	1	0	3	GO:0003824,GO:0009058,GO:0030170
APU25_09670	9E55DEDA54B1A79198CC079B4B778F2C	1076	no	no					
APU25_09675	0F147F972F12BCF4AA7DC619D78508FE	154	yes	no					
APU25_09680	39168420AA6C211DD801DDB5B78F2655	402	no	no					
APU25_09685	5BCDA8B276A64BC7619861FC80663856	257	no	no					
APU25_09690	6D59E030EF506C058D29EEFD57429314	1564	no	no					
APU25_09695	BC83412BCF21AA87BF2E98E6A5F1AEB6	386	no	yes	1	0	0		
APU25_09700	22957E9F4FF20AC3D023716E23CB2036	287	yes	no					
APU25_09705	4A8861BA62610BF3B1A94675A4AD3487	451	no	yes	7	1	0	5	GO:0003824,GO:0006520,GO:0008483,GO:0009058,GO:0030170
APU25_09710	698A3343B4D0507ECB8C195C26FF4582	423	no	yes	1	1	0	2	GO:0006368,GO:0016593
APU25_09715	745C40043437C53533FB82853AF7D1CC	145	no	yes	0	0	0		
APU25_09720	91947BD196D3A7881FBF38243D2136E0	264	no	yes	2	1	0		
APU25_09725	BA3282DCEB4A74C3BC0F1214E13A6794	302	no	yes	2	1	0	2	GO:0004252,GO:0016020
APU25_09730	18497B8D787F0F9A9E7D888C56D36FCD	344	no	yes	3	1	0		
APU25_09735	7A07E1EDC13F76D580CE965B2489C5D1	599	no	no					
APU25_09740	CF645AD842E95666BD9ED3F3922BA0E6	614	no	yes	2	1	0	3	GO:0015095,GO:0015693,GO:0016020
APU25_09745	9B5F4E0B6C143719F37D9E1564055022	961	no	no					
APU25_09750	274B58E03993C6B5A06E0D9EE825AC14	136	no	no					
APU25_09755	0A1C9547B731794F29C8D659213A82B7	853	no	yes	5	1	0	3	GO:0002098,GO:0005515,GO:0033588
APU25_09760	F78F8F6D4931D91E962D0B1F90120068	291	no	yes	3	1	0	2	GO:0003676,GO:0003723
APU25_09765	69C703547AB8355B5023A01879A8CDDD	192	no	yes	3	2	0	3	GO:0003676,GO:0005515,GO:0008270
APU25_09770	8FD7983ADA00846EFA6834849E2F6218	483	no	no					
APU25_09775	31478D2960473ECF772030AC3D42B860	74	no	yes	0	0	0		
APU25_09780	8CC9F0DF9597BE19DB60C259C09D4D99	508	no	yes	3	2	0	3	GO:0004512,GO:0006021,GO:0008654
APU25_09785	6B961F94C01D08476A91605F7EA76673	527	no	yes	0	0	0		
APU25_09790	905D4A1E7D1C61AC07881380E79BF0EA	284	no	no					
APU25_09795	654EEFC9020D0FA2E778F06A60E84D46	608	no	yes	2	1	0	3	GO:0000289,GO:0003723,GO:0031251
APU25_09800	26116F6AEF0CFDC2D6CC17C86CEB9904	749	no	no					
APU25_09805	0EED52ACB882B5212C5E9F0C784CD407	609	no	yes	2	1	0		
APU25_09810	1AEC520FA44FEB3A667EAD9F9717F271	381	no	yes	8	3	0	3	GO:0003676,GO:0003723,GO:0046872
APU25_09815	374DDA1F30F698C0FCC2A2662DB323EB	512	no	yes	5	1	0	1	GO:0030170
APU25_09820	7FFE8D14DFE500DCAC04C70A808515EB	595	no	no					
APU25_09825	F7A67EDD45166FAAC15BC04D7B165AB6	438	no	yes	4	1	0	1	GO:0008168
APU25_09830	467AB4A320A48A68BA6E109987E2B115	211	no	no					
APU25_09835	A675241D9F8701B6F3BCB842134B9649	342	no	no					
APU25_09840	971FF2DFA643C3E2E1FF9A069ADBBB32	474	no	yes	5	2	0	1	GO:0008270
APU25_09845	07F40C56C47487F1AB6E0B5E74ABC089	214	no	no					
APU25_09850	418F5A0582D7F99BE5215764253D8437	211	no	yes	1	1	0	1	GO:0007034
APU25_09855	4FB2115BB6851D9175137D9EE1596543	250	no	no					
APU25_09860	9AD9BBE5805EBA0AEBE12E3308836C42	353	no	yes	1	1	0		
APU25_09865	C7D5531A311B10562B907999F4CA028D	400	no	yes	2	1	0		
APU25_09870	9CE379736626CC6F54666A9A9E2979D6	326	no	no					
APU25_09875	F976C622D62C52A8C72FAB2B188CDAB0	600	no	no					
APU25_09880	DB817C9B337158EAB80D92107A23D5A0	476	no	yes	5	3	0		
APU25_09885	A9CB97A6E47B2BB45FC1F954BA0BBE42	506	no	yes	8	2	0	4	GO:0000398,GO:0003676,GO:0003723,GO:0005515
APU25_09890	1E4BDCF0AAD0C5C9E8D37D105A2DF46C	239	no	yes	3	1	0	2	GO:0003676,GO:0003723
APU25_09895	28883FB5B74B69306EE15A35E4EDAA05	214	no	yes	0	0	0		
APU25_09900	EEBDDC02FF54F36AC5DE5C87B6C65554	222	no	no					
APU25_09905	67754F2440CC984D81E5D9A5D8908A15	282	no	no					
APU25_09910	6C373B172297333E4E60D2D90E0F1443	254	no	yes	0	0	0		
APU25_09915	9DADF2FB719F4166026289CE3059CF9C	1488	no	yes	12	5	0	3	GO:0003677,GO:0003899,GO:0006351
APU25_09920	B1813E54156BCB7ACD7D1047AE1AEBA0	2181	no	no					
APU25_09925	1D7AD8A76DA3F0F83C7DC659436D748A	204	no	yes	2	1	0		
APU25_09930	2097471288D8DAF98C13632D31C5A147	305	no	yes	2	1	0	2	GO:0003735,GO:0032543
APU25_09935	81C280BE8D8EE6D82B3F43AAFF7D9CDF	1482	no	yes	2	1	0		
APU25_09940	DE5C5ABAC5942FAC182D0310AB357100	477	no	no					
APU25_09945	7176F2B0EF8C72C1A02BB9B9BD52A03E	2497	no	no					
APU25_09950	BA444FB967C5D7825BD1581555AFF404	566	no	yes	1	1	0		
APU25_09955	C1E4B7415EF16AE86EA5F9542CABB49E	792	no	no					
APU25_09960	E6CE3CC9B5E478A450BA7C4926A11186	610	no	no					
APU25_09965	9D804C1C0E378A66046A45D335914FEB	478	no	yes	2	1	0	3	GO:0016020,GO:0016126,GO:0016628
APU25_09970	825509EDE02D8D055C0079D36C3A6B68	613	no	no					
APU25_09975	438D7EE209D152FDDD5A0BA69DD93701	192	no	yes	4	1	0	2	GO:0003743,GO:0006413
APU25_09980	DA5FE354D2D15FFFDCCD425FD7630F9F	785	no	yes	6	4	0		
APU25_09985	F6CD5C6F1624DC223B1A6B2F9DAD7B4A	320	no	no					
APU25_09990	BDF5A20646EE78116EFF9FBD15966617	260	no	yes	0	0	0		
APU25_09995	ECC1AA8A5565104F9CEDF0EE1A68E3DA	573	no	no					
APU25_10000	A96D6B78F9DFEDDD470240A80F641918	221	no	yes	0	0	0		
APU25_10005	E23DC12C0B5A763039C208A440B4346F	513	no	yes	4	1	0	4	GO:0004497,GO:0005506,GO:0016705,GO:0020037
APU25_10010	A49BB3A8142DB4783FD889FC5898388F	659	no	no					
APU25_10015	C51DC6E4D4B946A03D7D116F6F1B77DD	488	no	no					
APU25_10020	41A8B8761DD0C88CE516D1634DE5FAEA	406	no	yes	1	1	0	1	GO:0016020
APU25_10025	ABEF3FA66F97C57957BB7E6B31F4D44D	1107	no	no					
APU25_10030	412743F31EF0585A2DDCBB7CCA150179	152	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_10035	A9C8E8A87F69A237A6035D3C54863C54	342	no	yes	4	2	0	1	GO:0003676
APU25_10040	1A43C2542CA5BF67F2EF1ACBE5A0B1A8	837	no	no					
APU25_10045	6006929739329B5C31E44929CEB645AA	430	no	no					
APU25_10050	BCE36BD2F258FB06471043F0DF26A8B9	424	yes	no					
APU25_10055	4527188122A131DE5FB94B2938056967	355	yes	no					
APU25_10060	13CA5914592DB4A2FCA73CBC6DB54994	582	no	no					
APU25_10065	C7ACDB5090DAF281F4926155210903AF	390	no	no					
APU25_10070	09ECDD5FB244228330FF252810E113A4	174	no	yes	2	1	0	2	GO:0016020,GO:0016192
APU25_10075	6D244F22F24780A98025E12F6145665B	245	no	no					
APU25_10080	D4BCAF8D337E00EF68BED3F9055B5103	518	no	yes	2	1	0		
APU25_10085	94A4197F8EC33BABF7622AD123398BC5	109	no	no					
APU25_10090	997479A4BF4A3AAFE04F2CD5425A121D	329	no	yes	5	2	0	1	GO:0005515
APU25_10095	8F3475B9B91BF02FCC0F83CD852F6BF5	145	no	no					
APU25_10100	7EBA412CED41BCB43BBCFE1E77DF5590	235	no	yes	3	1	0		
APU25_10105	19F40497F94FE8984F5C50CA15541FD9	246	no	yes	3	1	0		
APU25_10110	3FF981E93FA93B50BB6999F1ACE2A7F2	434	no	yes	0	0	0		
APU25_10115	D3B1D256E73912535266E0DFF0067AD1	121	no	yes	1	1	0		
APU25_10120	FDF041039FBDEFCB1E0F57CD6C8F053E	461	no	no					
APU25_10125	3D3834368A10E9C0AFB851E48A9E9EEB	564	no	yes	4	1	0	3	GO:0004729,GO:0006779,GO:0016491
APU25_10130	513ECAD8C3ADC4F1A5A1AC517563398A	305	no	yes	6	2	0	1	GO:0016491
APU25_10135	AB6D943DA91E72F3925D715EACDCC5A0	232	no	yes	4	1	0	1	GO:0005789
APU25_10140	75B4A707AEBCF12A0E90D2C64AF6DCB3	569	no	no					
APU25_10145	6922E6B54644D524ECBC66B5626C39DA	506	no	no					
APU25_10150	491039C43C7761F673C48567CFF71F0C	442	no	no					
APU25_10155	A07AB560B7E9074C9F4511DA07BB7D5D	603	no	yes	1	1	0		
APU25_10160	0AF87F9E4F3AE2267D7BC695ED9B0FC2	414	no	yes	4	3	0		
APU25_10165	AF4D3FFC8CC7DC7338CC80695C35FAA5	352	no	no					
APU25_10170	2AD5A9A6B45BD23A46DECE7A242AC6FA	680	no	yes	5	2	0	3	GO:0004553,GO:0005515,GO:0005975
APU25_10175	0306E8B1229C4F2E36CA20E4BF3902B7	489	no	yes	4	1	0	4	GO:0004497,GO:0005506,GO:0016705,GO:0020037
APU25_10180	709115508AB978A33B6FCE92D5B96649	335	no	yes	2	1	0	1	GO:0005515
APU25_10185	C7FB6880C9DC853ECCE5AA10C493F8BB	491	no	no					
APU25_10190	729DCA14526E199A7675AC0FDBBBCEAF	446	no	no					
APU25_10195	EE6F11BBB997E9B14921004AD0B9D89F	914	no	yes	7	3	0	3	GO:0005515,GO:0006886,GO:0016192
APU25_10200	1C711C794678CDCA839139EF04BC05E0	354	no	yes	2	1	0		
APU25_10205	001B8B40FC787D0030FC7A8351BC641B	390	no	yes	1	0	0	1	GO:0005515
APU25_10210	A84844091B0EBEDDA49AAC0F28484B8A	419	yes	no					
APU25_10215	2BAEE7B2F2B6F91557E3D83050B48BE4	433	no	no					
APU25_10220	606DC9DDE798A3CC26DD0337BC8C5E13	818	no	yes	6	3	0	4	GO:0003676,GO:0003723,GO:0005515,GO:0006396
APU25_10225	AE212DAC6F19AB420D5C7FFE4D4567B6	289	no	yes	1	1	0		
APU25_10230	9CF9779A26394A50A53B2D83BFDD96BC	647	no	no					
APU25_10235	8C53E905996DF18FB15BE1A43B39A976	350	no	yes	3	1	0	2	GO:0003978,GO:0006012
APU25_10240	607922CF976683FC7EE17A21EE09D658	863	no	yes	6	3	0	7	GO:0001510,GO:0005634,GO:0006364,GO:0008168,GO:0008649,GO:0031167,GO:0032259
APU25_10245	BC49336C5B92A945BC7C2224A9269DC9	752	no	yes	5	2	0	4	GO:0005524,GO:0016020,GO:0016887,GO:0140359
APU25_10250	C53BE639E2A537D993AFB466BA9AE841	133	no	yes	1	1	0		
APU25_10255	EECAEDA7EE9076ABE71B9270B13AE8A8	573	no	yes	3	3	0	1	GO:0005515
APU25_10260	7948B6B7B23F6E6DB33AA31F5D80F59E	252	no	yes	2	1	0	2	GO:0006656,GO:0008757
APU25_10265	AA17176FAA7A51A5E9CB67300B768343	1064	no	no					
APU25_10270	E656F299A0EB260AB08CE4B2B11B97B2	236	no	yes	2	1	0	2	GO:0000079,GO:0019901
APU25_10275	D1144FC9758614531C55296D736766E8	409	no	yes	3	1	0	1	GO:0003824
APU25_10280	A4349FD8F60EF6EA116415CBB2B88DAB	1215	no	no					
APU25_10285	EFA2C7587AE3C1FA2FE283867C0C6155	163	no	no					
APU25_10290	7B3BE60BB5952E9962D145D9BBFF6CF9	279	no	yes	1	1	0		
APU25_10295	A5DF610EDBB1641F79525A50271F464F	97	no	no					
APU25_10300	03751AA62F235F1C49045B27C399B04E	209	no	yes	0	0	0		
APU25_10305	A3F17DDE9399175965FF81738EB36E39	1190	no	no					
APU25_10310	89A5B1D751AC336F1FDFEA3CD24B652F	398	no	yes	2	1	0		
APU25_10315	7FFEF4C0AB937E41DF5B94B57E3D42B8	1376	no	no					
APU25_10320	083FDDAB2BC3F033D324E12539D862C8	618	no	yes	5	2	0		
APU25_10325	5D8FC3B02089EC0656990BDA90795220	289	yes	no					
APU25_10330	EABCC422ACAC4FEA94BCE3B331B2BD08	233	no	yes	1	0	0	3	GO:0003712,GO:0006357,GO:0016592
APU25_10335	28DB540B6C72FC63C535154766515002	394	no	yes	2	1	0		
APU25_10340	F59501B557AE9DB95EB85042A38BE585	211	no	yes	4	1	0	4	GO:0008270,GO:0008835,GO:0009231,GO:0016787
APU25_10345	7EC273584B43EC69418223252B601BBA	483	no	no					
APU25_10350	39666D6DC466B4A58654AF04059E7154	117	no	no					
APU25_10355	0B3B03C28BA904078EC318980AEA1930	266	no	yes	3	1	0	1	GO:0005515
APU25_10360	56E3B40E6EE80A8607BAC5F6602EC872	1559	no	yes	2	0	0		
APU25_10365	92D1F760CD522AE8AD877740ED953EB2	401	no	no					
APU25_10370	E783FCE29DEE9B9E769DAF74A5537F29	193	no	yes	0	0	0		
APU25_10375	8DF8799F94E6D6C2C5E7D42BD94EA5F2	363	no	no					
APU25_10380	C6E2048DEE7893459B24651534E33BCA	1029	no	no					
APU25_10385	FA9F7B470D52E4C1DC5A7A9FB17AF12C	67	no	no					
APU25_10390	E520828D92DAD3A21F213DE34F7F26DF	632	no	yes	2	1	0	2	GO:0004843,GO:1990380
APU25_10395	7795B59E25B4D50A1C9D900E4B747306	489	no	yes	2	0	0	1	GO:0005515
APU25_10400	1E234FA285F1AA54A3CDC85C5EA68F0F	184	no	yes	3	1	0		
APU25_10405	A420D83F077BEE96C0D41DAB01E0B72F	167	no	yes	3	1	0	2	GO:0006364,GO:0008168
APU25_10410	21E4722EF9A85C201C57C354170E7B38	114	no	no					
APU25_10415	FB6F7E436FD8C7BE8E5AFEF6CAE22E20	530	no	no					
APU25_10420	55E92A2D81BF78E60777255F65A4CE16	635	no	yes	8	3	0	5	GO:0004742,GO:0006086,GO:0006090,GO:0016746,GO:0045254
APU25_10425	D4B54C7276F427A0EE903DA0DC60C29C	359	no	yes	4	1	0	1	GO:0005524
APU25_10430	C1A42F359631C1624B428DFC73FD84D7	387	no	no					
APU25_10435	D47518C78FABEBD881F7B8496B5AECC6	599	no	no					
APU25_10440	E4AB944DB6C859B30D9FBB9DCD7064D1	583	no	yes	8	4	0	3	GO:0005509,GO:0005515,GO:0005525
APU25_10445	6147F8D30031F11B45249BE5671A4E38	130	no	no					
APU25_10450	56A0658DDBCCA4C31D4D1D10269C703E	499	no	no					
APU25_10455	5D90B6D19607426DBD5F51525E3AA86C	328	no	yes	0	0	0		
APU25_10460	04CEE3E8AAE7383944AA93E55CCA89A8	311	no	yes	4	1	0	3	GO:0005515,GO:0006629,GO:0016627
APU25_10465	A54884BD4802F523BD600DDF18CC6164	796	no	yes	14	5	0	9	GO:0000166,GO:0004812,GO:0004819,GO:0005524,GO:0005737,GO:0006412,GO:0006418,GO:0006425,GO:0043039
APU25_10470	2621E36A78D2219B517A68CD7FC93A83	502	no	no					
APU25_10475	3570CC65ED73E09B52FA1BCC0AD899F8	311	yes	no					
APU25_10480	A43477BBA2349CB009CAB4B017F58858	576	no	yes	5	2	0	3	GO:0004252,GO:0005515,GO:0006508
APU25_10485	233963C98FBE4C030EF18F89161CED90	262	no	yes	3	1	0	3	GO:0004176,GO:0004252,GO:0006508
APU25_10490	27584CB1217D00B1388E423F557AD073	219	no	yes	0	0	0		
APU25_10495	B8719527F152136DD97B5335F4F95851	619	no	yes	9	2	0	4	GO:0000287,GO:0004743,GO:0006096,GO:0030955
