locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	symbol_source	product_source	dup_pair_id	interpro_family_candidates	interpro_family_unresolved	interpro_domain_all	interpro_structural_only	symbol_rejected	symbol_rejected_reason	eggnog_data_row
APU25_10845	RPI1	hypothetical protein	5	CM128229.1	1175633	1177279	+	6	270	ACKKBG_A10680	tie	1.0000	pass	utex250a	none		IPR020672 Ribose-5-phosphate isomerase, type A, subgroup; IPR050262 Ribose 5-phosphate isomerase	TRUE					TRUE
APU25_10850	STIPL1	Tuftelin interacting protein, N-terminal and G-patch domain-containing protein	5	CM128229.1	1177551	1180964	-	5	907	ACKKBF_B10685	B	0.9989	pass	eggnog	interpro_domain_multi				IPR022159 Tuftelin interacting protein, N-terminal domain; IPR000467 G-patch domain; IPR022783 GCF, C-terminal				TRUE
APU25_10855	PDEA	3'5'-cyclic nucleotide phosphodiesterase	5	CM128229.1	1181469	1183191	+	3	454	ACKKBF_B10690	B	0.9956	pass	eggnog	interpro_family								TRUE
APU25_10860		Cyclic nucleotide-binding domain-containing protein	5	CM128229.1	1184139	1185634	-	4	358	ACKKBF_B10695	B	1.0000	pass	none	interpro_domain				IPR000595 Cyclic nucleotide-binding domain				TRUE
APU25_10865		Cytidine and deoxycytidylate deaminase domain-containing protein	5	CM128229.1	1185713	1186922	+	5	175	ACKKBG_A10700	tie	1.0000	pass	none	interpro_domain				IPR002125 Cytidine and deoxycytidylate deaminase domain				TRUE
APU25_10870	NTR2	hypothetical protein	5	CM128229.1	1187200	1189397	-	7	325	ACKKBG_A10705	tie	1.0000	pass	utex250a	none		IPR005982 Thioredoxin reductase; IPR050097 Ferredoxin--NADP / Thioredoxin reductase	TRUE					TRUE
APU25_10875	PSBP4	PsbP, C-terminal domain-containing protein	5	CM128229.1	1190496	1191741	+	4	286	ACKKBF_B10710	B	0.9930	pass	eggnog	interpro_domain				IPR002683 PsbP, C-terminal				TRUE
APU25_10880	RPL36	Glycosyltransferase 61, catalytic domain-containing protein	5	CM128229.1	1192048	1197682	+	15	1020	ACKKBF_B10715	B	0.9951	pass	eggnog	interpro_domain				IPR049625 Glycosyltransferase 61, catalytic domain				TRUE
APU25_10885	TFC1	Tubulin binding cofactor A	5	CM128229.1	1197987	1198557	+	3	107	ACKKBG_A10720	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_10890	FAP352	Protein kinase domain-containing protein	5	CM128229.1	1198686	1201164	-	7	496	ACKKBG_A10730	A	0.9798	internal_stop,frameshift	utex250a	interpro_domain				IPR000719 Protein kinase domain				TRUE
APU25_10895	ACX1	Acyl-CoA oxidase	5	CM128229.1	1201535	1204361	+	4	688	ACKKBF_B10735	B	0.9971	pass	utex250a	interpro_family								TRUE
APU25_10900	RPB2	DNA-directed RNA polymerase, subunit 2	5	CM128229.1	1204726	1210135	-	9	1178	ACKKBF_B10740	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_10905		hypothetical protein	5	CM128229.1	1207669	1300485	-	16	1831	ACKKBG_A39315	A-only	0.5866	internal_stop,frameshift	none	none								FALSE
APU25_10910	MMAA	SIMIBI class G3E GTPase, ArgK/MeaB	5	CM128229.1	1210600	1212712	+	6	377	ACKKBF_B10745	B	0.9973	pass	eggnog	interpro_family								TRUE
APU25_10915	nuc1	DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase and ENPP1-3/EXOG-like, endonuclease/phosphodiesterase domain-containing protein	5	CM128229.1	1220007	1222091	+	6	376	ACKKBF_B10765	B	0.9920	no_start_Met	eggnog	interpro_domain_multi	DUP0121			IPR001604 DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase domain; IPR020821 ENPP1-3/EXOG-like, endonuclease/phosphodiesterase domain				TRUE
APU25_10920	nuc1	hypothetical protein	5	CM128229.1	1222482	1223265	+	3	176	ACKKBF_B10770	B	1.0000	pass	eggnog	none	DUP0121				TRUE			TRUE
APU25_10925	CYCH1-1	Cyclin/Cyclin-like subunit Ssn8	5	CM128229.1	1223710	1225760	+	8	328	ACKKBF_B10775	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_10930	NSG10	Deoxyuridine triphosphate nucleotidohydrolase	5	CM128229.1	1227393	1228142	+	3	169	ACKKBF_B10785	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_10935	USP13	hypothetical protein	5	CM128229.1	1237018	1241903	+	14	836	ACKKBF_B10800	B	0.9988	pass	eggnog	none		IPR016652 Ubiquitinyl hydrolase; IPR050164 Ubiquitin carboxyl-terminal hydrolases	TRUE					TRUE
APU25_10940		hypothetical protein	5	CM128229.1	1244250	1244765	+	1	171	ACKKBF_B10810	B	0.9942	pass	none	none								TRUE
APU25_10945	RAD9	Rad9/Ddc1	5	CM128229.1	1247205	1249467	+	9	354	ACKKBF_B10820	B	0.9972	pass	utex250a	interpro_family								TRUE
APU25_10950		hypothetical protein	5	CM128229.1	1249759	1250803	+	3	218	ACKKBF_B10825	B	1.0000	pass	none	none					TRUE			TRUE
APU25_10955	NVL	AAA ATPase domain-containing protein	5	CM128229.1	1251342	1255462	+	10	845	ACKKBF_B10830	B	0.9976	pass	eggnog	interpro_family								TRUE
APU25_10960		Membrane protein insertion efficiency factor YidD-like	5	CM128229.1	1255874	1257433	+	6	156	ACKKBF_B10835	B	1.0000	pass	none	interpro_family								TRUE
APU25_10965		Proteasome assembly chaperone 4	5	CM128229.1	1258900	1259577	+	3	122	ACKKBF_B10845	B	1.0000	pass	none	interpro_family						LOC106778332	loc_placeholder	TRUE
APU25_10970	CGL3	hypothetical protein	5	CM128229.1	1261545	1262305	+	3	175	ACKKBF_B10855	B	0.9943	pass	utex250a	none								TRUE
APU25_10975	HIF1AN	Cupin-like domain 8 domain-containing protein	5	CM128229.1	1262529	1265230	+	9	494	ACKKBF_B10860	B	0.9960	pass	eggnog	interpro_domain				IPR041667 Cupin-like domain 8				TRUE
APU25_10980		MRH and Protein OS9-like domain-containing protein	5	CM128229.1	1267694	1269026	+	6	252	ACKKBF_B10870	B	0.9881	pass	none	interpro_domain_multi				IPR044865 MRH domain; IPR012913 Protein OS9-like domain				TRUE
APU25_10985		hypothetical protein	5	CM128229.1	1269274	1270905	+	8	254	ACKKBF_B10875	B	0.9961	pass	none	none		IPR028364 Ribosomal protein uL1/ribosomal biogenesis protein; IPR050257 Large ribosomal subunit protein eL8/uL1-like	TRUE			LOC107931348	loc_placeholder	TRUE
APU25_10990	APT1	hypothetical protein	5	CM128229.1	1274581	1275517	+	4	181	ACKKBF_B10885	B	1.0000	pass	eggnog	none		IPR005764 Adenine phosphoribosyl transferase; IPR050120 Adenine phosphoribosyltransferase	TRUE					TRUE
APU25_10995	MPND	Restriction enzyme adenine methylase associated domain-containing protein	5	CM128229.1	1275995	1277010	+	5	199	ACKKBG_A10890	A	0.9849	pass	eggnog	interpro_domain				IPR040843 Restriction enzyme adenine methylase associated				TRUE
APU25_11000	FAP252	EF-hand domain-containing protein	5	CM128229.1	1283789	1285314	+	8	237	ACKKBF_B10895	B	0.9916	pass	utex250a	interpro_domain				IPR002048 EF-hand domain				TRUE
APU25_11005	NUP133	Nuclear pore complex protein Nup133-like	5	CM128229.1	1285693	1290973	+	16	1054	ACKKBF_B10900	B	0.9972	pass	utex250a	interpro_family								TRUE
APU25_11010		hypothetical protein	5	CM128229.1	1295965	1296590	+	3	73	ACKKBF_B39965	B-only	0.8493	pass	none	none								FALSE
APU25_11015		Chloroquine-resistance transporter-like	5	CM128229.1	1303909	1306699	-	10	465	ACKKBG_A39320	A	0.9871	pass	none	interpro_family								TRUE
APU25_11020	CHLM1	Magnesium-protoporphyrin IX methyltransferase	5	CM128229.1	1307074	1308774	+	6	304	ACKKBG_A39325	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_11025	SLC9A9	Na+/H+ exchanger	5	CM128229.1	1309189	1313003	-	11	603	ACKKBF_B39330	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11030	OASTL1	Cysteine synthase CysK	5	CM128229.1	1313490	1315662	-	7	378	ACKKBF_B39335	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11035		FAS1 domain-containing protein	5	CM128229.1	1316008	1317284	+	4	244	ACKKBG_A39340	A	0.9877	pass	none	interpro_domain				IPR000782 FAS1 domain		LOC104234992	loc_placeholder	TRUE
APU25_11040		tRNA modification GTPase MnmE	5	CM128229.1	1317563	1319925	-	5	518	ACKKBF_B39345	B	0.9942	pass	none	interpro_family								TRUE
APU25_11045	ASP2	Aspartic peptidase A1	5	CM128229.1	1320333	1323716	+	10	609	ACKKBF_B39350	B	0.9885	pass	utex250a	interpro_family								TRUE
APU25_11050	ARBK	hypothetical protein	5	CM128229.1	1323923	1326818	-	10	484	ACKKBF_B39355	B	0.9979	pass	eggnog	none					TRUE			TRUE
APU25_11055		Protein of unknown function DUF3605	5	CM128229.1	1327137	1328484	-	6	217	ACKKBF_B39360	B	0.9954	pass	none	interpro_family								TRUE
APU25_11060		hypothetical protein	5	CM128229.1	1328778	1329967	-	4	230	ACKKBG_A39365	A	0.9942	internal_stop,frameshift	none	none								FALSE
APU25_11065	RIR1	Ribonucleoside-diphosphate reductase large subunit	5	CM128229.1	1330484	1335291	-	13	836	ACKKBG_A39370	tie	0.9988	pass	utex250a	interpro_family								TRUE
APU25_11070		Aluminum-activated malate transporter	5	CM128229.1	1335920	1340205	-	12	745	ACKKBF_B39375	B	0.9705	pass	none	interpro_family	DUP0122							TRUE
APU25_11075		Glycosyltransferase-like KOBITO 1	5	CM128229.1	1340726	1343802	-	9	586	ACKKBF_B39380	B	0.9932	pass	none	interpro_family	DUP0122							TRUE
APU25_11080	oma1	Mitochondrial and Outer Membrane Metalloprotease	5	CM128229.1	1344362	1346668	+	7	353	ACKKBF_B39385	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11085	CDJ1	Chaperone DnaJ	5	CM128229.1	1347059	1349589	-	5	461	ACKKBF_B39390	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11090	RPS5	Ribosomal protein uS7, eukaryotic/archaeal	5	CM128229.1	1350075	1351071	+	3	203	ACKKBF_B39395	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_11095	OGD3	2-oxoacid dehydrogenase	5	CM128229.1	1351460	1352897	+	4	283	ACKKBF_B39400	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_11100		hypothetical protein	5	CM128229.1	1353191	1354484	-	5	253	ACKKBF_B39405	B	0.8814	pass	none	none						LOC112295815	loc_placeholder	TRUE
APU25_11105	ODA-DHCB	Dynein heavy chain, tail and Dynein heavy chain, linker domain-containing protein	5	CM128229.1	1354786	1383643	+	103	4618	ACKKBF_B39410	B	0.9929	pass	eggnog	interpro_domain_multi				IPR013594 Dynein heavy chain, tail; IPR013602 Dynein heavy chain, linker; IPR035699 Dynein heavy chain, hydrolytic ATP-binding dynein motor region; IPR003593 AAA+ ATPase domain; IPR041466 Dynein heavy chain, AAA 5 extension domain; IPR041589 Dynein heavy chain 3, AAA+ lid domain; IPR024317 Dynein heavy chain, AAA module D4; IPR024743 Dynein heavy chain, coiled coil stalk; IPR035706 Dynein heavy chain, ATP-binding dynein motor region; IPR004273 Dynein heavy chain, D6 P-loop domain; IPR041658 Dynein heavy chain, AAA lid domain; IPR041228 Dynein heavy chain, C-terminal domain				TRUE
APU25_11110	PRPL24	Large ribosomal subunit protein uL24	5	CM128229.1	1384004	1385169	-	6	170	ACKKBF_B39415	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_11115		hypothetical protein	5	CM128229.1	1385453	1386827	-	4	303	ACKKBF_B39420	B	0.9967	pass	none	none								TRUE
APU25_11120		hypothetical protein	5	CM128229.1	1387068	1387623	+	2	137	ACKKBF_B39425	B	0.9854	pass	none	none								FALSE
APU25_11125	CIS1	Citrate synthase, eukaryotic-type	5	CM128229.1	1388109	1390088	+	3	467	ACKKBG_A39430	A	0.9914	pass	utex250a	interpro_family								TRUE
APU25_11130	POA1	Proteasome subunit alpha6	5	CM128229.1	1390623	1392337	-	6	247	ACKKBG_A39435	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_11135	SAC3C	SAC3/GANP/THP3, conserved and Proteasome component (PCI) domain-containing protein	5	CM128229.1	1392807	1399714	+	18	1169	ACKKBG_A39440	A	0.9829	no_start_Met	eggnog	interpro_domain_multi				IPR005062 SAC3/GANP/THP3, conserved domain; IPR000717 Proteasome component (PCI) domain				TRUE
APU25_11140	NCS6	Cytoplasmic tRNA 2-thiolation protein 1	6	CM128230.1	5977	7973	-	8	326	ACKKBG_A11685	tie	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11145	RHL1	DNA-binding protein RHL1, conserved domain-containing protein	6	CM128230.1	8334	9866	-	8	237	ACKKBG_A11680	A	0.9789	pass	eggnog	interpro_domain				IPR063653 DNA-binding protein RHL1, conserved domain				TRUE
APU25_11150	CLPR1	ATP-dependent Clp protease proteolytic subunit	6	CM128230.1	10225	11921	+	4	355	ACKKBG_A11675	A	0.9972	pass	utex250a	interpro_family								TRUE
APU25_11155	CCT1	hypothetical protein	6	CM128230.1	12356	15908	-	10	550	ACKKBG_A11670	A	0.9964	pass	utex250a	none		IPR012715 T-complex protein 1, alpha subunit; IPR054827 TCP-1 chaperonin-like	TRUE					TRUE
APU25_11160	CGLD17	TOPRIM and Archaeal primase DnaG/twinkle-like, TOPRIM domain-containing protein	6	CM128230.1	16443	20538	+	8	883	ACKKBF_B11665	B	0.9966	pass	utex250a	interpro_domain_multi				IPR006171 TOPRIM domain; IPR034154 Archaeal primase DnaG/twinkle-like, TOPRIM domain; IPR007694 DNA helicase, DnaB-like, C-terminal				TRUE
APU25_11165	AZG2	Azaguanine-like transporters	6	CM128230.1	21131	26612	+	7	1271	ACKKBF_B11660	B	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11170	PDR1	ABC transporter-like, ATP-binding and AAA+ ATPase domain-containing protein	6	CM128230.1	27565	35233	+	16	1549	ACKKBG_A11655	A	0.9955	pass	eggnog	interpro_domain_multi				IPR003439 ABC transporter-like, ATP-binding domain; IPR003593 AAA+ ATPase domain; IPR043926 ABC transporter family G domain; IPR013525 ABC-2 type transporter, transmembrane domain; IPR013581 Plant PDR ABC transporter associated; IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2				TRUE
APU25_11175	g639	Cation/H+ exchanger, transmembrane domain-containing protein	6	CM128230.1	35956	47082	+	25	2249	ACKKBF_B11690	B	0.9954	internal_stop,frameshift	eggnog	interpro_domain				IPR006153 Cation/H+ exchanger, transmembrane domain				TRUE
APU25_11180	g603	hypothetical protein	6	CM128230.1	47401	48487	-	5	187	ACKKBF_B11695	B	1.0000	pass	eggnog	none								TRUE
APU25_11185	COX6A	Cytochrome c oxidase, subunit VIa	6	CM128230.1	48802	49400	+	4	93	ACKKBG_A11700	tie	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11190		SEC23/SEC24 family, SEC24 subfamily	6	CM128230.1	50061	53511	+	7	818	ACKKBF_B11705	B	0.9853	pass	none	interpro_family								FALSE
APU25_11195	RMR1	RNA methyltransferase TrmH	6	CM128230.1	53697	55587	-	6	401	ACKKBF_B11710	B	0.9950	pass	utex250a	interpro_family								TRUE
APU25_11200	g593	CobW/HypB/UreG, nucleotide-binding and Zinc chaperone CobW-like, C-terminal domain-containing protein	6	CM128230.1	56091	59158	+	9	511	ACKKBF_B11715	B	0.9676	pass	eggnog	interpro_domain_multi				IPR003495 CobW/HypB/UreG, nucleotide-binding domain; IPR011629 Zinc chaperone CobW-like, C-terminal				TRUE
APU25_11205	g594	Peptidase M28 family	6	CM128230.1	59694	64473	-	12	847	ACKKBF_B11720	B	0.9965	pass	eggnog	interpro_family								TRUE
APU25_11210	CHK1	Carbohydrate kinase, thermoresistant glucokinase	6	CM128230.1	64791	66320	-	4	208	ACKKBF_B11730	B	0.9952	pass	utex250a	interpro_family								TRUE
APU25_11215		hypothetical protein	6	CM128230.1	67471	67937	-	2	106	ACKKBF_B40145	B-only	0.9399	frameshift	none	none								FALSE
APU25_11220	g256	Protein spinster-like	6	CM128230.1	85002	88014	-	6	552	ACKKBG_A11780	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11225	AAAS1	hypothetical protein	6	CM128230.1	88316	90577	-	6	424	ACKKBG_A11785	A	0.9882	pass	utex250a	none					TRUE			TRUE
APU25_11230	g269	Beta-glucan synthesis-associated protein Skn1/Kre6/Sbg1	6	CM128230.1	90799	94120	-	10	490	ACKKBG_A11790	A	1.0000	no_start_Met	eggnog	interpro_family								TRUE
APU25_11235	g269	Beta-glucan synthesis-associated protein Skn1/Kre6/Sbg1	6	CM128230.1	94820	95427	-	3	101	ACKKBG_A11795	A	1.0000	pass	eggnog	interpro_family	DUP0123							TRUE
APU25_11240	g269	Beta-glucan synthesis-associated protein Skn1/Kre6/Sbg1	6	CM128230.1	96210	98366	-	6	338	ACKKBG_A11800	A	0.9970	no_start_Met	eggnog	interpro_family	DUP0123							TRUE
APU25_11245		hypothetical protein	6	CM128230.1	98929	99455	-	2	99	ACKKBG_A11805	A	1.0000	pass	none	none								FALSE
APU25_11250		hypothetical protein	6	CM128230.1	99784	100174	+	2	88	ACKKBG_A11810	tie	1.0000	pass	none	none								FALSE
APU25_11255		hypothetical protein	6	CM128230.1	101519	103159	+	6	292	ACKKBF_B11815	B	0.9692	no_start_Met	none	none								FALSE
APU25_11260	DMI1	CASTOR/POLLUX/SYM8 ion channel, conserved domain-containing protein	6	CM128230.1	103578	108076	-	10	944	ACKKBG_A11820	A	0.9989	pass	eggnog	interpro_domain				IPR010420 CASTOR/POLLUX/SYM8 ion channel, conserved domain				TRUE
APU25_11265	CGL94	Zinc finger, RING-type and Zinc finger, C3HC4 RING-type domain-containing protein	6	CM128230.1	108438	109864	-	5	280	ACKKBG_A11825	A	1.0000	pass	utex250a	interpro_domain_multi				IPR001841 Zinc finger, RING-type; IPR018957 Zinc finger, C3HC4 RING-type				TRUE
APU25_11270		hypothetical protein	6	CM128230.1	110615	111266	+	3	141	ACKKBG_A11830	A	1.0000	pass	none	none	DUP0124					LOC112280511	loc_placeholder	TRUE
APU25_11275		DC-UbP/UBTD2, N-terminal domain-containing protein	6	CM128230.1	111838	112437	+	4	107	ACKKBG_A11835	tie	0.9907	pass	none	interpro_domain	DUP0124			IPR032752 DC-UbP/UBTD2, N-terminal domain		LOC112280511	loc_placeholder	TRUE
APU25_11280	RECA1	DNA recombination and repair protein RecA	6	CM128230.1	112893	115030	+	5	432	ACKKBG_A11840	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_11285		LTO1 complex adapter protein	6	CM128230.1	115272	115986	-	3	144	ACKKBG_A11845	A	1.0000	pass	none	interpro_family						LOC107770939	loc_placeholder	TRUE
APU25_11290	CGL52	hypothetical protein	6	CM128230.1	116391	117627	+	3	277	ACKKBG_A11850	A	0.9928	pass	utex250a	none					TRUE			TRUE
APU25_11295		Short-chain dehydrogenase/reductase SDR	6	CM128230.1	118027	119204	-	3	304	ACKKBG_A11855	A	0.9967	pass	none	interpro_family								TRUE
APU25_11300	Mo05474	NF-kappa-B inhibitor-like protein 1	6	CM128230.1	119617	121697	+	6	373	ACKKBG_A11860	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11305		hypothetical protein	6	CM128230.1	121950	123690	-	5	344	ACKKBG_A11865	A	0.9884	pass	none	none								TRUE
APU25_11310		hypothetical protein	6	CM128230.1	124667	125220	+	2	111	ACKKBG_A11870	A-only	1.0000	pass	none	none								FALSE
APU25_11315	IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1/2-like	6	CM128230.1	125712	131647	-	10	1310	ACKKBG_A11875	A	0.9954	pass	eggnog	interpro_family								TRUE
APU25_11320		Zinc finger, RING-type and Zinc finger, RING-type, eukaryotic domain-containing protein	6	CM128230.1	132026	134093	+	3	584	ACKKBG_A11880	A	0.9949	pass	none	interpro_domain_multi				IPR001841 Zinc finger, RING-type; IPR027370 Zinc finger, RING-type, eukaryotic; IPR006642 Rad18, zinc finger UBZ4-type; IPR003034 SAP domain		zgc:165481	foreign_locus_id	TRUE
APU25_11325	Y683	Protein adenylyltransferase SelO	6	CM128230.1	134354	137687	+	8	621	ACKKBG_A11885	A	0.9952	pass	eggnog	interpro_family								TRUE
APU25_11330	VTC4	Vacuolar Transporter Chaperone Complex Subunit	6	CM128230.1	138345	142126	-	5	945	ACKKBG_A11890	A	0.9820	pass	eggnog	interpro_family								TRUE
APU25_11335		RluA Pseudouridine Synthase	6	CM128230.1	143686	145271	+	3	444	ACKKBF_B11895	B	0.9550	pass	none	interpro_family								TRUE
APU25_11340	BCAT1	Branched-chain amino acid aminotransferase II	6	CM128230.1	145588	147809	-	6	410	ACKKBG_A11900	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_11345	PGP2	hypothetical protein	6	CM128230.1	148321	149897	+	4	362	ACKKBG_A11905	A	0.9972	pass	utex250a	none		IPR000462 CDP-alcohol phosphatidyltransferase; IPR050324 CDP-alcohol phosphatidyltransferase class-I	TRUE					TRUE
APU25_11350	SNRK2I	Protein kinase domain-containing protein	6	CM128230.1	150296	152092	+	4	404	ACKKBG_A11910	tie	1.0000	pass	utex250a	interpro_domain				IPR000719 Protein kinase domain				TRUE
APU25_11355		hypothetical protein	6	CM128230.1	152645	154883	-	4	528	ACKKBG_A11915	A	0.9943	pass	none	none					TRUE			FALSE
APU25_11360	RPP14	Ribonuclease P/MRP protein subunit Pop5	6	CM128230.1	155269	156017	+	4	139	ACKKBG_A11920	A	0.9928	pass	utex250a	interpro_family								TRUE
APU25_11365		hypothetical protein	6	CM128230.1	156356	159469	+	8	619	ACKKBG_A11925	A	0.9871	internal_stop,frameshift	none	none								FALSE
APU25_11370	UAF4	RNA recognition motif domain-containing protein	6	CM128230.1	159963	162662	+	7	568	ACKKBG_A11930	A	0.9965	pass	utex250a	interpro_domain				IPR000504 RNA recognition motif domain				TRUE
APU25_11375		Basic-leucine zipper domain-containing protein	6	CM128230.1	162956	165355	+	4	559	ACKKBG_A11935	A	0.9928	pass	none	interpro_domain				IPR004827 Basic-leucine zipper domain				TRUE
APU25_11380	TIF3I1	hypothetical protein	6	CM128230.1	165763	167449	+	5	322	ACKKBG_A11940	A	0.9969	pass	eggnog	none					TRUE			TRUE
APU25_11385	CYB4	Cytochrome b5	6	CM128230.1	167774	168347	-	2	148	ACKKBG_A11945	tie	1.0000	pass	utex250a	interpro_family								TRUE
