locus_tag	source	interpro_accessions	pfam_accessions	ncbifam	prosite	smart	cdd	superfamily	n_domains	interpro_accessions_other_libs
APU25_12275	ips6_local	IPR013538,IPR015310,IPR036338	PF08327,PF09229			SM01000	cd08892	SSF103111,SSF55961	6	
APU25_12280	ips6_local	IPR002734,IPR011549,IPR012816,IPR016193,IPR024072,IPR037238	PF01872,PF08719	TIGR00227,TIGR02464			cd15457	SSF143990,SSF53597,SSF53927	8	
APU25_12285	ips6_local	IPR001494,IPR016024	PF03810		PS50166			SSF48371	3	
APU25_12290	ips6_local	IPR011990,IPR019734,IPR023631,IPR036928	PF01425,PF13181,PF13414		PS50005	SM00028		SSF48452,SSF75304	7	
APU25_12295	ips6_local	IPR003169,IPR035445	PF02213		PS50829	SM00444	cd00072	SSF55277	5	
APU25_12300	matches_api	IPR000626,IPR000938,IPR029071,IPR036859,IPR045172	PF01302,PF14560		PS50245	SM00213,SM01052	cd01789	SSF54236,SSF74924	8	
APU25_12305	ips6_local	IPR001096,IPR048501	PF01650,PF20985				cd21115		3	
APU25_12310	ips6_local	IPR000979,IPR024654,IPR029052	PF12850	TIGR00040				SSF56300	3	
APU25_12315	ips6_local	IPR023296						SSF75005	1	
APU25_12320	ips6_local								0	
APU25_12325	matches_api	IPR006598	PF05686			SM00672			2	IPR051091
APU25_12330	matches_api								0	
APU25_12335	ips6_local	IPR001173,IPR001701,IPR008928,IPR029044	PF00759,PF13632					SSF48208,SSF53448	4	
APU25_12340	ips6_local								0	
APU25_12345	ips6_local	IPR000409,IPR016024,IPR023362,IPR036372,IPR057496	PF02138,PF25400		PS50197,PS51783	SM01026	cd06071	SSF48371,SSF50729,SSF81837	9	
APU25_12350	matches_api	IPR003890,IPR016024	PF02854			SM00543		SSF48371	3	IPR039762
APU25_12355	matches_api	IPR001748	PF01125						1	
APU25_12360	matches_api	IPR016181						SSF55729	1	
APU25_12365	ips6_local	IPR000403,IPR003152,IPR011009,IPR014009,IPR018936,IPR044107	PF00454,PF02260		PS00915,PS00916,PS50290,PS51189,PS51190	SM00146,SM01343	cd05171	SSF56112	11	
APU25_12370	ips6_local	IPR003340,IPR015300	PF02362		PS50863	SM01019	cd10017	SSF101936	5	
APU25_12375	ips6_local	IPR019200,IPR036265,IPR045759	PF09830,PF19327					SSF54197	3	
APU25_12380	matches_api	IPR003582,IPR005123,IPR006620,IPR044862	PF01549,PF13640		PS51471,PS51670	SM00254,SM00702			6	IPR045054
APU25_12385	ips6_local								0	
APU25_12390	matches_api	IPR000511	PF01265		PS00821,PS00822				3	
APU25_12395	matches_api	IPR001680,IPR019775,IPR022052,IPR036322	PF00400,PF12265		PS00678,PS50082,PS50294	SM00320		SSF50978	7	IPR015943,IPR020472,IPR050459
APU25_12400	matches_api	IPR022796	PF00504					SSF103511	2	IPR001344
APU25_12405	matches_api	IPR022796	PF00504					SSF103511	2	IPR001344
APU25_12410	matches_api								0	
APU25_12415	matches_api	IPR001680,IPR019775,IPR036322	PF00400		PS00678,PS50082,PS50294	SM00320		SSF50978	6	IPR015943,IPR020472
APU25_12420	ips6_local	IPR002549	PF01594						1	
APU25_12425	ips6_local	IPR031926	PF15982						1	
APU25_12430	matches_api	IPR007248	PF04117						1	
APU25_12435	matches_api	IPR003593,IPR008921,IPR027417	PF13177,PF21960,PF22534			SM00382	cd00009	SSF48019,SSF52540	7	IPR050238
APU25_12440	matches_api	IPR001810,IPR004367,IPR006671,IPR013763,IPR036047,IPR036915,IPR048258	PF00134,PF02984,PF12937		PS00292,PS50181	SM00385,SM01332	cd09917	SSF47954,SSF81383	10	IPR039361
APU25_12445	matches_api	IPR019310	PF10153						1	IPR050786
APU25_12450	ips6_local								0	
APU25_12455	ips6_local	IPR000801,IPR014186,IPR029058	PF00756	TIGR02821				SSF53474	3	
APU25_12460	ips6_local	IPR001208,IPR003593,IPR012340,IPR018525,IPR027417,IPR027925,IPR031327,IPR033762,IPR041562	PF00493,PF14551,PF17207,PF17855		PS00847,PS50051	SM00350,SM00382		SSF50249,SSF52540	10	
APU25_12465	ips6_local	IPR001841,IPR057992	PF13639,PF25563		PS50089	SM00184		SSF57850	5	
APU25_12470	matches_api	IPR011576,IPR019595	PF01243,PF10615					SSF50475	3	IPR012349,IPR037119
APU25_12475	matches_api	IPR002501,IPR014780,IPR020103	PF01509	TIGR00431			cd02573	SSF55120	4	
APU25_12480	ips6_local								0	
APU25_12485	ips6_local	IPR003034,IPR004394,IPR043519	PF02410	TIGR00090	PS50800			SSF81301	4	
APU25_12490	matches_api								0	
APU25_12495	ips6_local	IPR002553,IPR009028,IPR013040,IPR013041,IPR016024,IPR032154	PF01602,PF08752,PF16381					SSF48371,SSF49348,SSF55711	6	
APU25_12500	ips6_local	IPR002376,IPR005793,IPR011034,IPR036477,IPR041711	PF00551,PF02911				cd08646	SSF50486,SSF53328	5	
APU25_12505	matches_api	IPR010658,IPR036259,IPR056555	PF06813,PF23262					SSF103473	3	
APU25_12510	matches_api							SSF103511	1	
APU25_12515	ips6_local	IPR011107	PF07491						1	
APU25_12520	ips6_local	IPR007234,IPR031745	PF04100,PF16854						2	
APU25_12525	matches_api	IPR001606,IPR036431	PF01388		PS51011	SM00501,SM01014	cd16100	SSF46774	6	IPR045147
APU25_12530	ips6_local	IPR005599	PF03901						1	
APU25_12535	ips6_local	IPR000719,IPR008271,IPR011009,IPR044092	PF00069		PS00108,PS50011	SM00220	cd14135	SSF56112	6	
APU25_12540	matches_api	IPR001147,IPR008991,IPR018259	PF01157		PS01171			SSF50104	3	IPR036948
APU25_12545	ips6_local	IPR000573,IPR011827,IPR033940	PF00694	TIGR02087			cd01577	SSF52016	4	
APU25_12550	ips6_local								0	
APU25_12555	matches_api	IPR000504,IPR024675,IPR034240,IPR035979	PF00076,PF12353		PS50102	SM00360	cd12408	SSF54928	6	IPR012677,IPR017334
APU25_12560	ips6_local	IPR000330,IPR001650,IPR014001,IPR027417,IPR049730,IPR058951	PF00176,PF00271,PF25875		PS51192,PS51194	SM00487,SM00490	cd18000,cd18793,cd22254	SSF52540	11	
APU25_12565	ips6_local	IPR007191	PF04048						1	
APU25_12570	ips6_local	IPR006640	PF10263			SM00731	cd00084		3	
APU25_12575	matches_api	IPR000727,IPR001388,IPR010908,IPR011012,IPR042855	PF00957,PF13774		PS00417,PS50192,PS50859,PS50892	SM01270	cd14824,cd15843	SSF58038,SSF64356	11	IPR051097
APU25_12580	matches_api	IPR011016	PF12906		PS51292	SM00744		SSF57850	4	IPR013083
APU25_12585	ips6_local	IPR011990,IPR019734,IPR029489	PF13181,PF13414,PF13844		PS50005	SM00028		SSF48452	6	
APU25_12590	ips6_local	IPR009959,IPR032710	PF07366					SSF54427	2	
APU25_12595	ips6_local	IPR000552,IPR011332	PF00935					SSF57829	2	
APU25_12600	ips6_local	IPR003100,IPR003165,IPR012337,IPR014811,IPR032472,IPR032473,IPR032474,IPR036085,IPR045246	PF02170,PF02171,PF08699,PF16486,PF16487,PF16488		PS50821,PS50822	SM00949,SM00950,SM01163	cd02846,cd04657	SSF101690,SSF53098	15	
APU25_12605	matches_api	IPR000210,IPR000225,IPR011333,IPR016024,IPR058678	PF00651,PF25598		PS50097,PS50176	SM00185,SM00225		SSF48371,SSF54695	8	IPR011989,IPR044282
APU25_12610	ips6_local	IPR001701,IPR007112,IPR008928,IPR018221,IPR033126,IPR036908	PF00759		PS00592,PS00698,PS50842		cd22271	SSF48208,SSF50685	7	
APU25_12615	ips6_local								0	
APU25_12620	ips6_local	IPR001680,IPR036322	PF28639			SM00320		SSF50978	3	
APU25_12625	ips6_local	IPR016024,IPR024741	PF12422					SSF48371	2	
APU25_12630	matches_api	IPR004147,IPR011009,IPR034646	PF03109				cd13970	SSF56112	3	IPR051409
APU25_12635	ips6_local	IPR000719,IPR001245,IPR003591,IPR011009,IPR017441,IPR055414	PF07714,PF23598		PS00107,PS50011	SM00369		SSF52058,SSF56112	7	
APU25_12640	ips6_local	IPR004045,IPR036249,IPR036282,IPR047047	PF13409,PF13410				cd03190	SSF47616,SSF52833	5	
APU25_12645	ips6_local	IPR000182,IPR016181	PF00583		PS51186		cd04301	SSF55729	4	
APU25_12650	ips6_local								0	
APU25_12655	matches_api								0	
APU25_12660	matches_api	IPR002042	PF01014	TIGR03383				SSF55620	3	
APU25_12665	matches_api	IPR005225,IPR006689,IPR027417	PF00025	TIGR00231	PS51417,PS51422	SM00177,SM00178	cd00879	SSF52540	8	IPR006687
APU25_12670	matches_api								0	
APU25_12675	matches_api	IPR001498,IPR006575,IPR016135,IPR020568	PF01205,PF05773		PS50908	SM00591	cd23821	SSF54211,SSF54495	7	IPR023582,IPR036956
APU25_12680	ips6_local								0	
APU25_12685	ips6_local	IPR000277,IPR006238,IPR015424	PF01053	TIGR01329			cd00614	SSF53383	4	
APU25_12690	ips6_local	IPR007528	PF04437		PS51386				2	
APU25_12695	matches_api								0	
APU25_12700	ips6_local	IPR006942	PF04858						1	
APU25_12705	ips6_local	IPR000873,IPR020845,IPR045311	PF00501		PS00455		cd05927	SSF56801	4	
APU25_12710	matches_api	IPR007109	PF04427		PS50833	SM00879			3	IPR039770
APU25_12715	matches_api	IPR003035	PF02042		PS51519				2	IPR045012
APU25_12720	matches_api	IPR001104	PF02544		PS50244				2	IPR016636,IPR039357
APU25_12725	matches_api	IPR000626,IPR002906,IPR011332,IPR029071	PF00240,PF01599		PS50053	SM00213,SM01402		SSF54236,SSF57829	7	IPR019956,IPR038582,IPR050158
APU25_12730	ips6_local	IPR003034,IPR032552,IPR034257,IPR036361	PF02037,PF16294,PF28976		PS50800	SM00513	cd12432	SSF68906	7	
APU25_12735	matches_api	IPR001005,IPR006447,IPR009057,IPR017930	PF00249	TIGR01557	PS50090,PS51294	SM00717	cd00167	SSF46689	7	IPR052245
APU25_12740	ips6_local	IPR001247,IPR015847,IPR020568,IPR036345	PF01138,PF03725					SSF54211,SSF55666	4	
APU25_12745	matches_api								0	
APU25_12750	matches_api	IPR013632,IPR020588,IPR027417	PF08423		PS50162		cd19492	SSF52540	4	IPR016467,IPR052093
APU25_12755	matches_api	IPR006145,IPR020103	PF00849				cd02869	SSF55120	3	IPR050188
APU25_12760	matches_api	IPR009346	PF06212						1	
APU25_12765	matches_api	IPR001128,IPR017972,IPR036396	PF00067		PS00086		cd11046	SSF48264	4	IPR002401,IPR050196
APU25_12770	matches_api	IPR019410,IPR029063	PF10294				cd02440	SSF53335	3	
APU25_12775	ips6_local	IPR020097,IPR020103,IPR041708	PF01416				cd02568	SSF55120	3	
APU25_12780	ips6_local	IPR000608,IPR016135	PF00179		PS50127	SM00212	cd23799	SSF54495	5	
APU25_12785	matches_api								0	
APU25_12790	ips6_local	IPR012908,IPR029058	PF07819					SSF53474	2	
APU25_12795	matches_api	IPR000727,IPR006012,IPR010989,IPR015260	PF05739,PF09177		PS00914,PS50192	SM00397	cd15841,cd21445	SSF47661,SSF58038	9	
APU25_12800	ips6_local	IPR002110,IPR036770	PF00023,PF12796,PF13606,PF13637		PS50088,PS50297	SM00248		SSF48403	8	
APU25_12805	ips6_local	IPR001478,IPR009003,IPR036034	PF13365		PS50106	SM00228		SSF50156,SSF50494	5	
APU25_12810	ips6_local	IPR024286,IPR029055	PF12481			SM01172		SSF56235	3	
APU25_12815	ips6_local	IPR002661,IPR023584,IPR036191	PF01765	TIGR00496	PS51257		cd00520	SSF55194	5	
APU25_12820	matches_api								0	IPR045388
APU25_12825	ips6_local	IPR004792,IPR036188,IPR055178,IPR057661	PF03486,PF22780	TIGR00275				SSF160996,SSF51905	5	
APU25_12830	ips6_local	IPR056913	PF23036						1	
APU25_12835	ips6_local	IPR008144,IPR008145,IPR020590,IPR027417	PF00625		PS00856,PS50052	SM00072	cd00071	SSF52540	6	
APU25_12840	matches_api	IPR003029,IPR012340	PF00575		PS50126	SM00316	cd04465	SSF50249	5	
APU25_12845	matches_api	IPR000719,IPR008271,IPR011009,IPR045267	PF00069		PS00108,PS50011	SM00220	cd07843	SSF56112	6	IPR050108
APU25_12850	matches_api	IPR016024,IPR021133,IPR054573	PF20168,PF22646		PS50077			SSF48371	4	IPR011989,IPR051023
APU25_12855	ips6_local	IPR000626,IPR029071,IPR057455	PF00240,PF25343		PS50053	SM00213		SSF54236	5	
APU25_12860	ips6_local	IPR017384	PF15879						1	
APU25_12865	matches_api	IPR005746,IPR013766,IPR017937,IPR036249	PF00085	TIGR01068	PS00194,PS51352		cd02947	SSF52833	6	
APU25_12870	ips6_local	IPR013766,IPR036249	PF00085		PS51352		cd02947	SSF52833	4	
APU25_12875	ips6_local								0	
APU25_12880	ips6_local	IPR013766,IPR036249	PF00085		PS51352		cd02947	SSF52833	4	
APU25_12885	ips6_local	IPR029058						SSF53474	1	
APU25_12890	matches_api	IPR002885	PF01535,PF13041	TIGR00756	PS51375				4	IPR011990
APU25_12895	ips6_local	IPR001353,IPR023333,IPR029055,IPR035206	PF00227		PS51476		cd03758	SSF56235	4	
APU25_12900	matches_api	IPR001374,IPR025952,IPR036867	PF13902		PS51061			SSF82708	3	IPR039629
APU25_12905	ips6_local	IPR018609	PF09736						1	
APU25_12910	ips6_local	IPR000719,IPR006575,IPR008271,IPR011009,IPR016135,IPR017441,IPR045864	PF00069,PF05773		PS00107,PS00108,PS50011,PS50908	SM00220,SM00591	cd14046,cd23823	SSF52954,SSF54495,SSF55681,SSF56112	14	
APU25_12915	matches_api	IPR000209,IPR000719,IPR011009,IPR036852	PF00069,PF00082		PS50011,PS51892			SSF52743,SSF56112	6	IPR051681
APU25_12920	matches_api	IPR000209,IPR000719,IPR008271,IPR011009,IPR017441,IPR036852	PF00069,PF00082		PS00107,PS00108,PS50011,PS51892	SM00220		SSF52743,SSF56112	9	IPR051681
APU25_12925	ips6_local	IPR000031,IPR003135,IPR011054,IPR011761,IPR016185,IPR040686,IPR054350	PF00731,PF02222,PF17769,PF22660	NF004679,TIGR01162	PS50975	SM01001		SSF51246,SSF52255,SSF52440,SSF56059	12	
APU25_12930	matches_api								0	
APU25_12935	ips6_local	IPR002813,IPR016117	PF01960	NF003802,TIGR00120			cd02152	SSF56266	5	
APU25_12940	ips6_local								0	
APU25_12945	ips6_local	IPR019774,IPR036329	PF00351		PS51410			SSF56534	3	
APU25_12950	matches_api	IPR000008,IPR035892	PF00168		PS50004	SM00239		SSF49562	4	IPR052981
APU25_12955	ips6_local	IPR008470	PF05421						1	
APU25_12960	matches_api	IPR002547,IPR012340	PF01588		PS50886		cd02799	SSF50249	4	
APU25_12965	ips6_local	IPR001059,IPR008991,IPR012340,IPR013185	PF01132,PF08207			SM01185		SSF50104,SSF50249	5	
APU25_12970	matches_api								0	
APU25_12975	ips6_local	IPR006966	PF04882						1	
APU25_12980	matches_api	IPR001905,IPR024041	PF00909	TIGR00836				SSF111352	3	IPR029020
APU25_12985	matches_api	IPR023409,IPR023410,IPR036815	PF00244		PS00796,PS00797	SM00101		SSF48445	5	IPR000308
APU25_12990	matches_api								0	
APU25_12995	matches_api	IPR000608,IPR016135,IPR023313	PF00179		PS00183,PS50127	SM00212	cd23813	SSF54495	6	
APU25_13000	ips6_local	IPR002293	PF13520						1	
APU25_13005	ips6_local	IPR002293	PF13520						1	
APU25_13010	ips6_local	IPR002885	PF01535,PF13812						2	
APU25_13015	ips6_local	IPR003029,IPR005576,IPR012340,IPR036898	PF00575,PF03876				cd04329	SSF50249,SSF88798	5	
APU25_13020	matches_api	IPR013601,IPR013747,IPR016039	PF08392,PF08541				cd00831	SSF53901	4	IPR012392
APU25_13025	ips6_local	IPR009604,IPR025852	PF06741,PF14438			SM01272			3	
APU25_13030	ips6_local	IPR000073,IPR029058	PF00561					SSF53474	2	
APU25_13035	matches_api	IPR006722,IPR011012	PF04628				cd14825	SSF64356	3	
APU25_13040	matches_api	IPR004240	PF02990		PS51257				2	
APU25_13045	ips6_local	IPR001247,IPR003029,IPR004087,IPR004088,IPR012340,IPR020568,IPR036345,IPR036456,IPR036612	PF00013,PF00575,PF01138		PS50084,PS50126	SM00316,SM00322	cd02393	SSF46915,SSF50249,SSF54211,SSF54791,SSF55666	13	
APU25_13050	ips6_local	IPR002836,IPR036883	PF01984					SSF46950	2	
APU25_13055	matches_api	IPR011051,IPR013096,IPR017627,IPR044697	PF07883	TIGR03214			cd02212	SSF51182	4	IPR014710
APU25_13060	ips6_local								0	
APU25_13065	ips6_local		PF03121						1	
APU25_13070	matches_api	IPR007309,IPR036390,IPR056020,IPR056063,IPR056428,IPR056467	PF04182,PF23704,PF24101,PF24538,PF24657					SSF46785	6	IPR036388,IPR044210
APU25_13075	ips6_local								0	
APU25_13080	ips6_local	IPR000644,IPR001347,IPR004800,IPR035474,IPR046348	PF00571,PF01380	TIGR00393	PS51371,PS51464	SM00116	cd04604,cd05014	SSF53697	9	
APU25_13085	matches_api	IPR001063,IPR036394	PF00237					SSF54843	2	IPR047867
APU25_13090	matches_api	IPR001650,IPR011545,IPR014001,IPR027417,IPR044742	PF00270,PF00271		PS51192,PS51194	SM00487,SM00490	cd00268,cd18787	SSF52540	9	
APU25_13095	matches_api	IPR013766,IPR017937,IPR036249	PF00085		PS00194,PS51352		cd02947	SSF52833	5	IPR050620
APU25_13100	ips6_local	IPR001910,IPR036452	PF01156				cd02650	SSF53590	3	
APU25_13105	matches_api	IPR023210,IPR036812,IPR044479	PF00248				cd19163	SSF51430	3	IPR020471
APU25_13110	matches_api	IPR003439,IPR003593,IPR011527,IPR017871,IPR027417,IPR036640	PF00005,PF00664		PS00211,PS50893,PS50929	SM00382	cd18582	SSF52540,SSF90123	9	IPR039421
APU25_13115	ips6_local	IPR006925,IPR006926,IPR011044	PF04840,PF04841					SSF50969	3	
APU25_13120	ips6_local	IPR013212	PF08311		PS51489	SM00777			3	
APU25_13125	ips6_local	IPR000754,IPR020568,IPR020574,IPR023035	PF00380	NF001099	PS00360			SSF54211	4	
APU25_13130	matches_api	IPR001672,IPR018189,IPR035476,IPR035482,IPR046348	PF00342	NF001211	PS00174,PS00765,PS51463		cd05015,cd05016	SSF53697	8	IPR023096
APU25_13135	matches_api								0	
APU25_13140	matches_api								0	
APU25_13145	matches_api	IPR000897,IPR003593,IPR004125,IPR006325,IPR013822,IPR027417,IPR036225,IPR036891	PF00448,PF02881,PF02978	TIGR01425	PS00300	SM00382,SM00962,SM00963	cd17875	SSF47364,SSF47446,SSF52540	12	IPR022941,IPR042101
APU25_13150	ips6_local	IPR018108,IPR023395	PF00153		PS50920			SSF103506	3	
APU25_13155	matches_api	IPR019533,IPR036286					cd06530	SSF51306	2	IPR053307
APU25_13160	ips6_local	IPR021562	PF11460						1	
APU25_13165	matches_api	IPR013766,IPR017937,IPR036249	PF00085		PS00194,PS51352		cd02947	SSF52833	5	
APU25_13170	ips6_local	IPR000555,IPR037518	PF01398		PS50249	SM00232	cd08069	SSF102712	5	
APU25_13175	matches_api	IPR006145,IPR020103	PF00849				cd02869	SSF55120	3	IPR050188
APU25_13180	ips6_local	IPR002314,IPR004154,IPR004499,IPR006195,IPR016061,IPR017449,IPR033721,IPR045864	PF00587,PF03129,PF09180	TIGR00408	PS50862	SM00946	cd00778,cd00862	SSF52954,SSF55681,SSF64586	11	
APU25_13185	ips6_local								0	
APU25_13190	ips6_local								0	
APU25_13195	matches_api								0	
APU25_13200	ips6_local	IPR000073,IPR006050,IPR029058,IPR036155	PF00875,PF12697		PS51645			SSF52425,SSF53474	5	
APU25_13205	matches_api	IPR000357,IPR000719,IPR011009,IPR016024	PF02985		PS50011			SSF48371,SSF56112	4	IPR011989,IPR051177
APU25_13210	matches_api	IPR001680,IPR036322,IPR048720	PF21032			SM00320		SSF50978	3	IPR015943
APU25_13215	ips6_local								0	
APU25_13220	ips6_local	IPR005735	PF06943	TIGR01053					2	
APU25_13225	ips6_local								0	
APU25_13230	ips6_local								0	
APU25_13235	matches_api	IPR001680,IPR011047,IPR060769	PF00400			SM00320		SSF50998,SSF69322	4	IPR015943,IPR046351
APU25_13240	matches_api	IPR001236,IPR001252,IPR010097,IPR015955,IPR022383,IPR036291	PF00056,PF02866	TIGR01772	PS00068		cd01337	SSF51735,SSF56327	7	IPR001557
APU25_13245	ips6_local	IPR001898	PF00939	TIGR00785			cd00625		3	
APU25_13250	matches_api	IPR005178	PF03619			SM01417			2	
APU25_13255	matches_api	IPR005878,IPR023673,IPR023674,IPR028364	PF00687	TIGR01169	PS01199		cd00403	SSF56808	5	IPR016095
APU25_13260	matches_api	IPR007205,IPR016024	PF04063					SSF48371	2	IPR011989,IPR039717
APU25_13265	ips6_local	IPR015671	PF15249						1	
APU25_13270	matches_api	IPR001005,IPR009057,IPR017930			PS50090,PS51294	SM00717	cd11660	SSF46689	5	
APU25_13275	ips6_local	IPR001487,IPR009067,IPR011124,IPR022591,IPR036427,IPR036741	PF00439,PF07496,PF09247,PF12157		PS50014,PS51050	SM00297	cd04369	SSF47055,SSF47370	10	
APU25_13280	ips6_local	IPR011124	PF07496		PS51050				2	
APU25_13285	matches_api	IPR001844,IPR002423,IPR018370,IPR027409,IPR027410,IPR027413	PF00118	NF000592,NF009487,NF009488,NF009489,TIGR02348	PS00296		cd03344	SSF48592,SSF52029,SSF54849	11	
APU25_13290	matches_api								0	
APU25_13295	ips6_local	IPR041337	PF18360				cd21039		2	
APU25_13300	matches_api		PF28704						1	
APU25_13305	matches_api	IPR016037,IPR030960,IPR056179	PF01761,PF24621	TIGR01357			cd08195	SSF56796	5	IPR030963,IPR050071
APU25_13310	ips6_local	IPR011990,IPR019734,IPR046341			PS50005	SM00028		SSF48452,SSF82199	4	
APU25_13315	ips6_local	IPR049625	PF04577						1	
APU25_13320	matches_api	IPR001005,IPR009057,IPR017930	PF00249		PS50090,PS51294	SM00717	cd00167,cd20404	SSF46689	7	IPR051575
APU25_13325	matches_api	IPR001296,IPR028098	PF00534,PF13439				cd03814	SSF53756	4	IPR050194
APU25_13330	matches_api	IPR005225,IPR006689,IPR027417,IPR044154	PF00025	TIGR00231	PS51417,PS51419	SM00173,SM00175,SM00177,SM00178	cd04159	SSF52540	10	
APU25_13335	ips6_local	IPR003409	PF02493			SM00698		SSF82185	3	
APU25_13340	matches_api	IPR011990,IPR019734		NF047558	PS50005			SSF48452	3	
APU25_13345	ips6_local	IPR001623,IPR036869	PF00226		PS50076	SM00271	cd06257	SSF46565	5	
APU25_13350	matches_api	IPR000668,IPR025661,IPR033157,IPR038765	PF00112		PS00640	SM00645	cd02698	SSF54001	5	IPR013128
APU25_13355	matches_api	IPR006904	PF04819						1	IPR042127
APU25_13360	matches_api	IPR011040,IPR036278	PF13088				cd15482	SSF50939	3	
APU25_13365	matches_api								0	
APU25_13370	matches_api	IPR002657	PF01758						1	IPR004710,IPR038770
APU25_13375	matches_api	IPR048364	PF21057						1	IPR031318
APU25_13380	matches_api	IPR002109,IPR011767,IPR011899,IPR017937,IPR036249	PF00462	TIGR02180	PS00194,PS00195,PS51354		cd03419	SSF52833	7	IPR014025
APU25_13385	ips6_local	IPR036869						SSF46565	1	
APU25_13390	ips6_local	IPR000719,IPR008271,IPR011009,IPR017441	PF00069		PS00107,PS00108,PS50011	SM00220		SSF56112	6	
APU25_13395	matches_api	IPR000719,IPR011009	PF00069		PS50011	SM00220		SSF56112	4	IPR050205
APU25_13400	ips6_local	IPR013180,IPR016024	PF08216			SM01156		SSF48371	3	
APU25_13405	ips6_local	IPR001347,IPR017932,IPR029055,IPR035466,IPR035490,IPR046348,IPR047084	PF01380,PF13537		PS51278,PS51464		cd00714,cd05008,cd05009	SSF53697,SSF56235	9	
APU25_13410	matches_api	IPR001451,IPR005881,IPR010493,IPR011004,IPR045304,IPR053376	PF00132,PF06426	NF041874,TIGR01172		SM00971	cd03354	SSF51161	7	IPR042122
APU25_13415	matches_api	IPR001451,IPR010493,IPR011004,IPR018357,IPR045304,IPR053376	PF00132,PF06426	NF041874	PS00101	SM00971	cd03354	SSF51161	7	IPR042122
APU25_13420	ips6_local	IPR018034,IPR024626	PF05178,PF12936						2	
APU25_13425	ips6_local	IPR013883	PF08574						1	
APU25_13430	matches_api	IPR005982,IPR008255,IPR013766,IPR023753,IPR036188,IPR036249	PF00085,PF07992	TIGR01292	PS00573,PS51352			SSF51905,SSF52833	7	IPR050097
APU25_13435	ips6_local	IPR001357,IPR012337,IPR013520,IPR034922			PS50172	SM00479	cd06145	SSF53098	4	
APU25_13440	ips6_local	IPR011701,IPR020846,IPR036259	PF07690		PS50850			SSF103473	3	
APU25_13445	matches_api	IPR001623,IPR017896,IPR017900,IPR036869	PF00226,PF13370		PS00198,PS50076,PS51379	SM00271	cd06257	SSF46565,SSF54862	9	IPR001080
