locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggNOG_OGs	eggnog_tax_ceiling	eggnog_farthest_donor_lineage	eggnog_COG_category	eggnog_Preferred_name	eggnog_GOs	eggnog_EC	eggnog_KEGG_ko	eggnog_KEGG_Pathway	eggnog_KEGG_Module	eggnog_KEGG_Reaction	eggnog_KEGG_rclass	eggnog_BRITE	eggnog_KEGG_TC	eggnog_CAZy	eggnog_BiGG_Reaction	eggnog_PFAMs	eggnog_annotation_confidence
APU25_10505	OASTL1	hypothetical protein	5	CM128229.1	950628	953061	+	9	398	ACKKBF_B10340	B	1.0000	pass	3075.A0A087SU64	2.21e-242	670.0	PALP@33090|ntc-51,PALP@131567|Eva-30	Eukaryota	1;131567;2759;2698737;33634;2696291;2836;33849;33850;38748;38749;2849;2850;556484	COG0031	RCS1	GO:0000325,GO:0003729,GO:0004124,GO:0005507,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005739,GO:0005768,GO:0005777,GO:0005794,GO:0005802,GO:0005829,GO:0005886,GO:0006955,GO:0006979,GO:0008270,GO:0009507,GO:0009536,GO:0009567,GO:0009570,GO:0009643,GO:0009860,GO:0009941,GO:0010043,GO:0010310,GO:0015979,GO:0019344,GO:0019499,GO:0019500,GO:0030170,GO:0031977,GO:0042802,GO:0046686,GO:0048046,GO:0048868,GO:0050017,GO:0051410,GO:0080145,GO:0080146,GO:0080147,GO:0090322,GO:1900056,GO:1990170	ec:2.5.1.47	K01738	00270,00920,01100,01110,01200,01230	M00021			00001,01000				PALP_16_300	llhhhh--h---h
APU25_10510	CAG2	hypothetical protein	5	CM128229.1	953423	954671	-	4	273	ACKKBF_B10345	B	1.0000	pass	3075.A0A087SU61	1.6e-178	500.0	UNK.J1FB@2759|A-1	Eukaryota	1;131567;2759;554915;2605435;142796;33083;2058949;2058185;5782;44689	S	cag2			K01726					00001					l--h----h----
APU25_10515		hypothetical protein	5	CM128229.1	955545	956766	+	4	236	ACKKBG_A10350	tie	0.9958	pass	3075.A0A087SU60	2.64e-68	214.0	UNK.I8LH@2692248|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;35491;35466;307506;307507	S														-------------
APU25_10520	TRPA1	hypothetical protein	5	CM128229.1	957215	958469	-	3	330	ACKKBF_B10355	B	0.9939	pass	3075.A0A087SU58	5.67e-189	529.0	Trp_syntA@131567|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;65489	COG0159	TRPA1	GO:0000162,GO:0004834,GO:0005737,GO:0009507,GO:0009570,GO:0009630,GO:0033984,GO:0042742,GO:0052544	ec:4.2.1.20	K01695	00260,00400,01100,01110,01230	M00023			00001,01000				Trp_syntA_24_276	llhhhh--h---h
APU25_10525		hypothetical protein	5	CM128229.1	958649	965606	+	9	1688	ACKKBF_B10360	B	0.9917	pass	3075.A0A087SU57	0.0	1014.0	DUF629@131567|A-1*,DUF629@2759|C-2!	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;73496;4747;158329;49693;1088818	S	LOC123093267	GO:0003674,GO:0005515,GO:0005634,GO:0005737,GO:0005777,GO:0008150,GO:0009507,GO:0009555,GO:0009793											DUF629_160_242	ll----------h
APU25_10530		hypothetical protein	5	CM128229.1	965729	967606	-	6	416	ACKKBF_B10365	B	0.9764	pass	3075.A0A087SU56	1.34e-188	533.0	Exo_endo_phos@131567|BKc-23	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10088;862507;10089	COG0708	APEX2	GO:0001650,GO:0003906,GO:0004527,GO:0004528,GO:0005515,GO:0005576,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005743,GO:0006281,GO:0006284,GO:0008081,GO:0008270,GO:0008311,GO:0008408,GO:0046403	ec:3.1.11.2	K01142,K10772	03410				00001,01000,03400				Exo_endo_phos_107_269	lllll---l---h
APU25_10535		hypothetical protein	5	CM128229.1	968156	968914	+	4	141	ACKKBF_B10370	B	1.0000	pass	3075.A0A087SU55	9e-20	85.9	FoP_duplication@131567|A-1*,FoP_duplication@2759|C-2!	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	S													FoP_duplication_6_54	------------h
APU25_10540		hypothetical protein	5	CM128229.1	969188	974037	-	16	718	ACKKBF_B10375	B	0.9958	pass	3075.A0A087SU54	0.0	1244.0	SAD_SRA@131567|u-6,zf-RING_UBOX@2759|Sz-15,zf-RING_UBOX@131567|Pf-14	Eukaryota	1;131567;2759;554915;2605435;2605334;2681888;435412;65007;1890364	S	ORTH2	GO:0003682,GO:0004842,GO:0005634,GO:0005737,GO:0006325,GO:0008327,GO:0010228,GO:0010369,GO:0010385,GO:0010428,GO:0010429,GO:0016567,GO:0031508,GO:0042393,GO:0044027,GO:0051301	ec:2.3.2.27	K10638	04120,04140,04144				00001,01000,03036,04121				SAD_SRA_195_345,zf-RING_UBOX_461_487,zf-RING_UBOX_67_104	llhhl---h---h
APU25_10545		hypothetical protein	5	CM128229.1	974866	975435	+	2	131	ACKKBG_A10385	tie	1.0000	pass	3075.A0A087SU53	6.85e-83	246.0	UNK.H45Q@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;145474;2626013;1291522	S														-------------
APU25_10550		hypothetical protein	5	CM128229.1	975448	978335	+	5	665	ACKKBF_B10380	B	0.9880	pass	3075.A0A087SU52	0.0	1194.0	FAD_binding_3@131567|ze-16	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720871;1220188	COG0654	LOC102721133												FAD_binding_3_220_352,FAD_binding_3_31_198	l-----------h
APU25_10555		hypothetical protein	5	CM128229.1	978601	980887	+	6	512	ACKKBF_B10390	B	0.9865	pass	307507.A0A2V0NK80	8.2e-76	259.0	zf-RanBP@131567|Fh-10,zf-RanBP@2759|jG-17,RRM_1@131567|LiN-34	Eukaryota	1;131567;2759;33154;4751;112252;1913638;1264859;1399768;1264872;4858;4859;423460;1314790	COG0724	TAF15	GO:0000278,GO:0000398,GO:0003674,GO:0005634,GO:0006355,GO:0006357,GO:0006367,GO:0006396,GO:0007088,GO:0008150,GO:0008344,GO:0008345,GO:0008380,GO:0010467,GO:0010608,GO:0021954,GO:0043484,GO:0045887,GO:0045893,GO:0048255,GO:0048675,GO:0048749,GO:0051124,GO:0051256,GO:0051260,GO:0071277,GO:0140694,GO:1903041,GO:1905168,GO:1990000		K12741,K12891,K12893,K12897,K13098,K13195,K13209,K14651	03015,03022,03040,05014,05022,05202				00001,01009,03019,03021,03036,03041				RRM_1_18_93,zf-RanBP_147_176,zf-RanBP_217_246,zf-RanBP_281_310,zf-RanBP_448_476	ll-ll---l---h
APU25_10560	HSP70F	hypothetical protein	5	CM128229.1	981219	983109	-	4	491	ACKKBF_B10395	B	0.9878	pass	3075.A0A087SU49	1.49e-200	566.0	HSP70@131567|C-2!	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG0443													HSP70_2_110	------------h
APU25_10565		hypothetical protein	5	CM128229.1	984083	988055	-	8	793	ACKKBF_B10400	B	0.9962	pass	3075.A0A087SU48	0.0	1241.0	PK_Tyr_Ser-Thr@131567|GML-32	Eukaryota	1;131567;2759;33090;3041;1035538;13792;41873;38832;38833;564608	COG4886													PK_Tyr_Ser-Thr_330_587	------------h
APU25_10570	SECA1	hypothetical protein	5	CM128229.1	988385	994500	+	16	1028	ACKKBG_A10410	A	0.9951	internal_stop	3075.A0A087SU47	0.0	1716.0	SecA_SW@131567|A-1,SecA_DEAD@131567|A-1,SecA_PP_bind@131567|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;16714;16718;51240	COG0653	SECA	GO:0009507,GO:0009570,GO:0009646,GO:0009658,GO:0009941,GO:0010090,GO:0010109,GO:0016464	ec:7.4.2.8	K03070	03060				00001,01000,02044				SecA_DEAD_14_396,SecA_PP_bind_238_343,SecA_SW_716_926	llhhh---h---h
APU25_10575		hypothetical protein	5	CM128229.1	994832	996283	-	5	264	ACKKBF_B10415	B	1.0000	pass	3075.A0A087SU45	1.28e-185	517.0	AP2@3041|TK-17,AP2@33090|IZ-14,AP2@131567|Cc-10	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;35491;35466;307506;307507	S	LOC101781817			K09286					00001,03000				AP2_150_194	l--l----l---h
APU25_10580		hypothetical protein	5	CM128229.1	996691	998513	-	6	304	ACKKBF_B10420	B	1.0000	pass	3075.A0A087SU44	7.45e-162	458.0	SCAMP@2759|A-1	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489892;1489900;50370;270602;158449;158455;158456	S	SCAMP3	GO:0001819,GO:0003674,GO:0005634,GO:0005739,GO:0005768,GO:0005769,GO:0005794,GO:0005802,GO:0005886,GO:0006886,GO:0006887,GO:0006892,GO:0006897,GO:0007274,GO:0007616,GO:0015031,GO:0016079,GO:0019098,GO:0030587,GO:0031154,GO:0032526,GO:0034976,GO:0045806,GO:0045956,GO:0070050,GO:1900242,GO:1904338	ec:2.7.12.1	K19995					00001,04131				SCAMP_51_222	lllh----h---h
APU25_10585	LCI28	hypothetical protein	5	CM128229.1	998993	1002314	+	6	745	ACKKBF_B10425	B	0.9987	pass	3075.A0A087SU43	0.0	1312.0	Aldo_ket_red@131567|CbX-22	Eukaryota	1;131567;2759;554296;2925400;172820;877559;529818;461836	COG0656	AKR4C9	GO:0005737,GO:0005783,GO:0005829,GO:0008106,GO:0008150,GO:0009409,GO:0009414,GO:0009507,GO:0009651,GO:0016229,GO:0070401	ec:1.1.1.2	K00002	00010,00040,00053,00561,00620,01100,01110,01240	M00014,M00129			00001,01000,04147				Aldo_ket_red_379_643,Aldo_ket_red_88_350	llhhhh--h---h
APU25_10590		hypothetical protein	5	CM128229.1	1002733	1004548	-	4	422	ACKKBF_B10430	B	0.9976	pass	3075.A0A087SU42	1.06e-192	545.0	SBF_like@131567|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;35491;35466;34111;145388	COG0385	BASS4	GO:0003674,GO:0008150,GO:0009507,GO:0009941		K14347					00001,02000,04147				SBF_like_39_212	ll-h----h---h
APU25_10595	RPE1	hypothetical protein	5	CM128229.1	1004832	1006733	+	7	269	ACKKBG_A10435	tie	1.0000	pass	3075.A0A087SU41	1.51e-182	510.0	Ribul_P_3_epim@131567|A-1	Eukaryota	1;131567;2759;2763;2797;3039357;3039359;83373;130081	COG0036	RPE	GO:0004750,GO:0006098,GO:0009409,GO:0009507,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009624,GO:0009941,GO:0010319,GO:0019253,GO:0048046	ec:5.1.3.1	K01783	00030,00040,00710,01100,01110,01200,01230	M00004,M00007,M00165			00001,01000				Ribul_P_3_epim_45_257	llhhhh--h---h
APU25_10600		hypothetical protein	5	CM128229.1	1007376	1011210	+	11	704	ACKKBG_A10440	A	0.9872	pass	3075.A0A087SU40	0.0	1023.0	NUC153@131567|A-1*,NUC153@2759|C-2	Eukaryota	1;131567;2759;3027;589342;589343;55528;55529;905079	S	EDA7	GO:0000462,GO:0003674,GO:0005634,GO:0005730,GO:0005829,GO:0008150,GO:0030490,GO:0030686,GO:0032040,GO:0042274,GO:0071466		K14788					00001,03009				NUC153_452_479	ll-h----h---h
APU25_10605		hypothetical protein	5	CM128229.1	1011480	1012792	-	4	300	ACKKBF_B10445	B	0.9967	pass	3075.A0A087SU39	9.98e-174	488.0	PAP_fibrillin@131567|BW-8,PAP_fibrillin@2759|ED-10	Eukaryota	1;131567;2759;2698737;33630;877183;2605696;1169538;1169539;1169540		PAP10	GO:0003674,GO:0005829,GO:0008150,GO:0009507,GO:0010287											PAP_fibrillin_12_224	ll----------h
APU25_10610		hypothetical protein	5	CM128229.1	1013252	1015261	-	5	372	ACKKBF_B10450	B	0.9946	pass	3075.A0A087SU38	3.24e-260	723.0	Pectate_lyase_3@131567|C-2	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG5434													Pectate_lyase_3_144_215	------------h
APU25_10615		hypothetical protein	5	CM128229.1	1015349	1016306	-	2	283	ACKKBG_A10455	A-only	0.9293	pass	3075.A0A087SU38	1.31e-124	375.0	Pectate_lyase_3@131567|C-2	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG5434													Pectate_lyase_3_144_215	------------h
APU25_10620	ARC6	hypothetical protein	5	CM128229.1	1016866	1020834	-	10	834	ACKKBF_B10460	B	0.9892	pass	3075.A0A087SU37	0.0	1230.0	ARC6-like_IMS@33090|X-6,ARC6-like_IMS@131567|G-3	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;3076	COG0484	ARC6	GO:0005515,GO:0009507,GO:0009536,GO:0009658,GO:0009706,GO:0009739,GO:0009941,GO:0010020,GO:0042803											ARC6-like_IMS_585_698	ll----------h
APU25_10625		hypothetical protein	5	CM128229.1	1021084	1025462	+	8	1086	ACKKBF_B10465	B	0.9963	pass	3075.A0A087SU36	0.0	1161.0		Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075														AMP-binding_4_308	------------h
APU25_10630		hypothetical protein	5	CM128229.1	1025735	1027820	-	6	345	ACKKBG_A10470	A	0.9913	pass	3075.A0A087SU35	7.66e-213	593.0	NUMOD3@131567|A-1,NUMOD3@2759|BS-9	Eukaryota	1;131567;2759;33090;3041;2692248;75966;75981;35472;41891;248742;574566	S	LOC107897467												NUMOD3_98_125	m-----------h
APU25_10635		hypothetical protein	5	CM128229.1	1028270	1029332	+	6	163	ACKKBF_B10475	B	0.9877	pass	3075.A0A087SU34	1.79e-87	260.0	Usp@131567|MI-14	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;145474;2626013;1291522	COG0589	RD2												Usp_61_143	l-----------h
APU25_10640		hypothetical protein	5	CM128229.1	1030067	1031259	+	6	162	ACKKBG_A10480	tie	1.0000	pass	3075.A0A087SU33	2.02e-88	262.0	Usp@131567|BZ-9,Usp@2692248|EGh-26,Usp@3041|CcB-24	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;34395;43219;40354;979981;1442371	S	PARPA_13035.1	GO:0003674,GO:0003824,GO:0005575,GO:0005938,GO:0008150,GO:0032153,GO:0051286											Usp_13_142	ll----------h
APU25_10645	FKB20	hypothetical protein	5	CM128229.1	1031482	1032638	-	3	305	ACKKBF_B10485	B	0.8918	pass	3075.A0A087SU32	1.96e-142	407.0	FKBP_C@131567|JD-12,FKBP_C@33090|xi-21	Eukaryota	1;131567;2759;2608109;2830;2608131;73020;418966;2902;2903	S	FBP20-2	GO:0003755,GO:0005576,GO:0009507,GO:0009543,GO:0009579,GO:0010207,GO:0016491,GO:0031977	ec:5.2.1.8	K01802					00001,01000				FKBP_C_97_188	llll----l---h
APU25_10650		hypothetical protein	5	CM128229.1	1032907	1035823	-	5	760	ACKKBF_B10490	B	0.9961	pass	554055.A0A2P6VEL4	4.12e-247	775.0	VPS13_mid_rpt@131567|A-1*,VPS13_mid_rpt@33090|B-2!,Vps62@131567|M-4,Vps62@33090|Bz-10,Chorein_N@131567|A-1*,Chorein_N@2759|C-2!,GIDA@131567|C-2,GIDA_C@131567|A-1,VPS13@131567|A-1*,VPS13@2759|C-2!	Eukaryota	1;131567;2759;2763;2806;2045261;28017;29217;2768;2769	S	LOC107805970	GO:0000045,GO:0000325,GO:0000423,GO:0000425,GO:0000902,GO:0001675,GO:0002098,GO:0003674,GO:0005794,GO:0005829,GO:0005886,GO:0006623,GO:0006895,GO:0006914,GO:0007005,GO:0007030,GO:0007399,GO:0007417,GO:0007420,GO:0007517,GO:0007613,GO:0007626,GO:0008104,GO:0008150,GO:0008344,GO:0009267,GO:0009306,GO:0009506,GO:0010015,GO:0010082,GO:0010150,GO:0010467,GO:0010508,GO:0014004,GO:0016045,GO:0016192,GO:0016236,GO:0021542,GO:0030218,GO:0030317,GO:0030382,GO:0031154,GO:0031175,GO:0031547,GO:0032120,GO:0032458,GO:0032868,GO:0034498,GO:0034727,GO:0035069,GO:0035096,GO:0035176,GO:0035264,GO:0035640,GO:0036258,GO:0036438,GO:0042060,GO:0042742,GO:0045053,GO:0045324,GO:0048167,GO:0048193,GO:0050829,GO:0050832,GO:0050885,GO:0050905,GO:0051593,GO:0060292,GO:0060323,GO:0060612,GO:0061709,GO:0061723,GO:0061744,GO:0070899,GO:0071470,GO:0090083,GO:0090168,GO:0090648,GO:0120009,GO:0120010,GO:0140058,GO:0150076,GO:1901526,GO:1905090,GO:1905146,GO:1990064,GO:2000786	ec:3.4.15.1	K19525	04136,04138,04140,04144,05010,05014,05016,05017,05022				00001,04131				Chorein_N_2_99,GIDA_5236_5437,GIDA_5458_5686,GIDA_C_5692_5931,VPS13_159_402,VPS13_mid_rpt_622_835,Vps62_2619_2747,Vps62_5078_5141	lllml---m---h
APU25_10655		hypothetical protein	5	CM128229.1	1036547	1056775	+	27	4995	ACKKBF_B10495	B	0.9951	internal_stop,frameshift	3075.A0A087SU30	0.0	6331.0	VPS13_mid_rpt@131567|A-1*,VPS13_mid_rpt@33090|B-2!,Vps62@131567|M-4,Vps62@33090|Bz-10,Chorein_N@131567|A-1*,Chorein_N@2759|C-2!,VPS13@131567|A-1*,VPS13@2759|C-2!	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147368;1648038;147389;1648017;4512;4513;112509	S	LOC107805970	GO:0000045,GO:0000325,GO:0000423,GO:0000425,GO:0000902,GO:0001675,GO:0003674,GO:0005794,GO:0005829,GO:0005886,GO:0006623,GO:0006895,GO:0006914,GO:0007005,GO:0007030,GO:0007399,GO:0007417,GO:0007420,GO:0007517,GO:0007613,GO:0007626,GO:0008104,GO:0008150,GO:0008344,GO:0009267,GO:0009306,GO:0009506,GO:0010015,GO:0010082,GO:0010150,GO:0010467,GO:0010508,GO:0014004,GO:0016045,GO:0016192,GO:0016236,GO:0021542,GO:0030218,GO:0030317,GO:0030382,GO:0031154,GO:0031175,GO:0031547,GO:0032120,GO:0032458,GO:0032868,GO:0034498,GO:0034727,GO:0035069,GO:0035096,GO:0035176,GO:0035264,GO:0035640,GO:0036258,GO:0036438,GO:0042060,GO:0042742,GO:0045053,GO:0045324,GO:0048167,GO:0048193,GO:0050829,GO:0050832,GO:0050885,GO:0050905,GO:0051593,GO:0060292,GO:0060323,GO:0060612,GO:0061709,GO:0061723,GO:0061744,GO:0071470,GO:0090083,GO:0090168,GO:0090648,GO:0120009,GO:0120010,GO:0140058,GO:0150076,GO:1901526,GO:1905090,GO:1905146,GO:1990064,GO:2000786	ec:3.4.15.1	K19525	04136,04138,04140,05010,05014,05016,05017,05022				00001,04131				Chorein_N_2_115,VPS13_154_332,VPS13_mid_rpt_504_736,Vps62_4255_4308	lllhl---h---h
APU25_10660	MSD2B	hypothetical protein	5	CM128229.1	1057027	1058356	-	5	229	ACKKBF_B10500	B	0.9956	pass	3075.A0A087SU29	2.57e-166	466.0	Sod_Fe_C@131567|C-2!,Sod_Fe_N@131567|B-2!	Eukaryota	1;131567;2759;33154;4751;451864;5204;29000;162481;231213;1799696;5533;5286	COG0605	SOD2	GO:0000302,GO:0000303,GO:0000325,GO:0001666,GO:0001780,GO:0001836,GO:0001889,GO:0003032,GO:0003069,GO:0003677,GO:0004784,GO:0005507,GO:0005515,GO:0005575,GO:0005737,GO:0005739,GO:0005743,GO:0005759,GO:0005829,GO:0006357,GO:0006749,GO:0006801,GO:0006970,GO:0006979,GO:0007005,GO:0007507,GO:0007626,GO:0008217,GO:0008285,GO:0008630,GO:0008631,GO:0008637,GO:0009410,GO:0009635,GO:0009737,GO:0009791,GO:0009793,GO:0010042,GO:0010043,GO:0010106,GO:0010227,GO:0010269,GO:0010332,GO:0010729,GO:0014823,GO:0016491,GO:0019430,GO:0019825,GO:0019863,GO:0019899,GO:0022904,GO:0030097,GO:0030145,GO:0030335,GO:0031667,GO:0032364,GO:0032496,GO:0033591,GO:0034021,GO:0034599,GO:0035900,GO:0035902,GO:0042311,GO:0042542,GO:0042554,GO:0042645,GO:0042743,GO:0042802,GO:0043066,GO:0043209,GO:0043524,GO:0045087,GO:0045429,GO:0045599,GO:0046686,GO:0046872,GO:0048046,GO:0048147,GO:0048666,GO:0048678,GO:0048773,GO:0050665,GO:0050790,GO:0051289,GO:0051597,GO:0051602,GO:0051881,GO:0055093,GO:0060586,GO:0070062,GO:0071000,GO:0071285,GO:0071361,GO:0072593,GO:0098803,GO:1900241,GO:1902176,GO:1902631,GO:1903409,GO:1904706,GO:1905065,GO:1905461	ec:1.15.1.1	K04564	04146				00001,01000				Sod_Fe_C_126_228,Sod_Fe_N_32_110	llhhh---h---h
APU25_10665	MSD2A	hypothetical protein	5	CM128229.1	1058781	1060160	-	5	242	ACKKBG_A10505	A	0.9959	pass	3075.A0A087SU28	9.48e-170	476.0	Sod_Fe_C@131567|C-2!,Sod_Fe_N@131567|B-2!	Eukaryota	1;131567;2759;33154;4751;451864;5204;29000;162481;231213;1799696;5533;5286	COG0605	6052882	GO:0000302,GO:0000303,GO:0000325,GO:0001666,GO:0001780,GO:0001836,GO:0001889,GO:0003032,GO:0003069,GO:0003677,GO:0004784,GO:0005507,GO:0005515,GO:0005575,GO:0005737,GO:0005739,GO:0005743,GO:0005759,GO:0005829,GO:0006357,GO:0006749,GO:0006801,GO:0006970,GO:0006979,GO:0007005,GO:0007507,GO:0007626,GO:0008217,GO:0008285,GO:0008630,GO:0008631,GO:0008637,GO:0009410,GO:0009635,GO:0009737,GO:0009791,GO:0009793,GO:0010042,GO:0010043,GO:0010106,GO:0010227,GO:0010269,GO:0010332,GO:0010729,GO:0014823,GO:0016491,GO:0019430,GO:0019825,GO:0019863,GO:0019899,GO:0022904,GO:0030097,GO:0030145,GO:0030335,GO:0031667,GO:0032364,GO:0032496,GO:0033591,GO:0034021,GO:0034599,GO:0035900,GO:0035902,GO:0042311,GO:0042542,GO:0042554,GO:0042645,GO:0042743,GO:0042802,GO:0043066,GO:0043209,GO:0043524,GO:0045087,GO:0045429,GO:0045599,GO:0046686,GO:0046872,GO:0048046,GO:0048147,GO:0048666,GO:0048678,GO:0048773,GO:0050665,GO:0050790,GO:0051289,GO:0051597,GO:0051602,GO:0051881,GO:0055093,GO:0060586,GO:0070062,GO:0071000,GO:0071285,GO:0071361,GO:0072593,GO:0098803,GO:1900241,GO:1902176,GO:1902631,GO:1903409,GO:1904706,GO:1905065,GO:1905461	ec:1.15.1.1	K04564	04146				00001,01000				Sod_Fe_C_134_249,Sod_Fe_N_45_123	mlhhh---h---h
APU25_10670		hypothetical protein	5	CM128229.1	1060810	1064307	-	5	837	ACKKBF_B10510	B	0.9988	pass	3075.A0A087SU27	0.0	1522.0	EF-hand_5@131567|MK-16,EF-hand_7@131567|Oo-14,EF-hand_7@2759|nv-18,Pkinase|PYTF7O@35461	Eukaryota	1;131567;2759;554915;555280;1485168;555407;33677;5754;5755;1257118	S	CPK1	GO:0000325,GO:0003353,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0004698,GO:0004713,GO:0004722,GO:0004723,GO:0005096,GO:0005509,GO:0005515,GO:0005524,GO:0005634,GO:0005694,GO:0005737,GO:0005739,GO:0005777,GO:0005778,GO:0005789,GO:0005829,GO:0005886,GO:0006468,GO:0007165,GO:0007231,GO:0009409,GO:0009414,GO:0009506,GO:0009507,GO:0009536,GO:0009617,GO:0009651,GO:0009737,GO:0009738,GO:0009751,GO:0009789,GO:0009877,GO:0009931,GO:0010119,GO:0016020,GO:0018105,GO:0018107,GO:0019898,GO:0019903,GO:0020002,GO:0020004,GO:0020005,GO:0030335,GO:0031234,GO:0031267,GO:0032298,GO:0032991,GO:0033163,GO:0033298,GO:0043067,GO:0045727,GO:0046777,GO:0048232,GO:0050832,GO:0051469,GO:0051592,GO:0071889,GO:0080092,GO:0106310,GO:0140530,GO:1900055,GO:1900425,GO:1901001,GO:1901002,GO:1901673,GO:1902456,GO:1903307,GO:1904931,GO:2000032,GO:2000147	ec:2.7.11.1	K13412	04075				00001,01000,01001				EF-hand_5_407_427,EF-hand_7_334_393,Pkinase_27_286	llhhh---h---h
APU25_10675		hypothetical protein	5	CM128229.1	1065161	1068633	+	11	539	ACKKBG_A10515	A	0.9907	pass	3075.A0A087SU26	0.0	939.0	bpMoxR@131567|A-1,bpMoxR@3041|Nf-20,AAA_lid_8@131567|A-1,AAA_lid_8@3041|KO-14	Eukaryota	1;131567;2759;2608109;2830;2608131;73020;418966;2902;2903	COG0714				K03924					00001				AAA_lid_8_277_347,bpMoxR_53_230	---h----h---h
APU25_10680		hypothetical protein	5	CM128229.1	1069081	1070267	-	5	165	ACKKBF_B10520	B	0.9939	pass																					
APU25_10685		hypothetical protein	5	CM128229.1	1070646	1071416	+	4	159	ACKKBF_B10525	B	1.0000	pass	3075.A0A087SU25	4.13e-63	199.0	Ank_4@131567|CR-12,Ank_4@2759|Rf-19,Ank_5@131567|Kx-13	Eukaryota	1;131567;2759;2698737;33630;877183;2605696;1169538;1169539;1169540	COG0666	LOC107821291	GO:0000122,GO:0000976,GO:0001558,GO:0003674,GO:0003700,GO:0005515,GO:0005575,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005774,GO:0005783,GO:0005829,GO:0005886,GO:0007029,GO:0008150,GO:0012505,GO:0030688,GO:0030950,GO:0031468,GO:0031929,GO:0031932,GO:0042254,GO:0045167,GO:0045893,GO:0051653,GO:0055059		K06867	01523,04010,04014,04024,04062,04064,04066,04071,04151,04210,04211,04218,04380,04613,04620,04621,04622,04623,04625,04657,04658,04659,04660,04662,04668,04722,04917,04920,04926,04931,04932,04933,04936,05010,05022,05030,05132,05133,05134,05135,05140,05142,05145,05146,05152,05160,05161,05162,05163,05164,05165,05166,05167,05168,05169,05170,05171,05200,05202,05203,05206,05207,05208,05212,05215,05220,05221,05222,05235,05321,05415,05417,05418				00001				Ank_4_77_122,Ank_5_26_76	ml-ll---l---h
APU25_10690	PTOX1	hypothetical protein	5	CM128229.1	1071721	1074809	-	11	479	ACKKBF_B10530	B	1.0000	pass	3075.A0A087SU24	7.56e-255	707.0	AOX@131567|B-2	Eukaryota	1;131567;2759;33090;35493;131220;3172;3173;3174;105231	S	LOC112278476		ec:1.10.3.11	K17893					00001,01000				AOX_152_343	l-hh----h---h
APU25_10695		hypothetical protein	5	CM128229.1	1075155	1079477	-	13	759	ACKKBF_B10535	B	0.9921	pass	3075.A0A087SU23	0.0	1163.0	ABC_tran|1G1DB8@131567,ABC_tran|1G1DB8@2759	Eukaryota	1;131567;2759;554915;555280;1485168;555407;33677;5754;5755;1257118		ABCF4	GO:0005524,GO:0005829,GO:0005886,GO:0006448,GO:0010608,GO:0031288,GO:0042626,GO:1903013		K06184					00001,03012				ABC_tran_411_543,ABC_tran_70_244	ll-h----h---h
APU25_10700		hypothetical protein	5	CM128229.1	1079909	1081649	+	4	332	ACKKBF_B10540	B	1.0000	pass	3075.A0A087SU22	2.25e-135	392.0	AIRC@131567|B-2	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG1691													AIRC_87_224	------------h
